donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,surface_disposition,surface_rationale
sni-bypass,.git/hooks/push-to-checkout.sample,a53d0741798b287c6dd7afa64aee473f305e65d3f49463bb9d7408ec3b12bf5f,2783,file,other,repository-administration,supporting-evidence,PR225-R001,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
sni-bypass,.git/hooks/sendemail-validate.sample,44ebfc923dc5466bc009602f0ecf067b9c65459abfe8868ddc49b78e6ced7a92,2308,file,other,repository-administration,supporting-evidence,PR225-R001,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
sni-bypass,.git/hooks/update.sample,8d5f2fa83e103cf08b57eaa67521df9194f45cbdbcb37da52ad586097a14d106,3650,file,other,repository-administration,supporting-evidence,PR225-R001,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
sni-bypass,.git/index,eec30df6f50607c79109b0f3803fae2939d7455a87e57deca80cee380b254835,297,file,other,repository-administration,supporting-evidence,PR225-R001,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
sni-bypass,.git/info/exclude,6671fe83b7a07c8932ee89164d1f2793b2318058eb8b98dc5c06ee0a5a3b0ec1,240,file,other,repository-administration,supporting-evidence,PR225-R001,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
sni-bypass,.git/logs/HEAD,1fdd7676b40d2b6068d69d8679a7958642214c2bc6eeafe6c14688fc27a6df3b,187,file,other,repository-administration,supporting-evidence,PR225-R001,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
sni-bypass,.git/logs/refs/heads/main,1fdd7676b40d2b6068d69d8679a7958642214c2bc6eeafe6c14688fc27a6df3b,187,file,other,repository-administration,supporting-evidence,PR225-R001,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
sni-bypass,.git/logs/refs/remotes/origin/HEAD,1fdd7676b40d2b6068d69d8679a7958642214c2bc6eeafe6c14688fc27a6df3b,187,file,other,repository-administration,supporting-evidence,PR225-R001,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
sni-bypass,.git/objects/pack/pack-ddb29902a87ef02f886c87edb0be1297c9a49fdf.idx,1c370d19cdc9e646510baac27b7ebf90b883fc6bcfca73b27b9dab9ad7ae368f,1212,file,other,repository-administration,supporting-evidence,PR225-R001,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
sni-bypass,.git/objects/pack/pack-ddb29902a87ef02f886c87edb0be1297c9a49fdf.pack,a969c5428e370014cdbbcfa0b517ce962c3f4ccb991a7f62c04a9a70e17e7907,16900,file,other,repository-administration,supporting-evidence,PR225-R001,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
sni-bypass,.git/objects/pack/pack-ddb29902a87ef02f886c87edb0be1297c9a49fdf.rev,9ff7eb91ff9463dae09288d453c74e135831f22603692d506e42cdf69253d8bd,72,file,other,repository-administration,supporting-evidence,PR225-R001,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
sni-bypass,.git/packed-refs,4451e7de240c479074832f5f0f2a1cd456d687f8002fcb20ecb00556f3c188ba,112,file,other,repository-administration,supporting-evidence,PR225-R001,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
sni-bypass,.git/refs/heads/main,9a441d9e54666c52efe8f546e7bfb49787dd8db526ff5657686e2b24522beb05,41,file,other,repository-administration,supporting-evidence,PR225-R001,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
sni-bypass,.git/refs/remotes/origin/HEAD,2bb6a24aa0fc6c484100f5d51a29bbad841cd2c755f5d93faa204e5dbb4eb2b4,30,file,other,repository-administration,supporting-evidence,PR225-R001,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
sni-bypass,.git/shallow,9a441d9e54666c52efe8f546e7bfb49787dd8db526ff5657686e2b24522beb05,41,file,other,repository-administration,supporting-evidence,PR225-R001,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
sni-bypass,LICENSE,230184f60bae2feaf244f10a8bac053c8ff33a183bcc365b4d8b876d2b7f4809,35823,file,other,documentation,supporting-evidence,PR225-R001;PR225-M002,focused-module-documentation,focused module-level disposition
sni-bypass,README.md,5770a58513c65327fbe3ff20c5ff46ef0682da0d868443a35b02902bff18bcb3,3551,file,Markdown,documentation,supporting-evidence,PR225-R001;PR225-M002,focused-module-documentation,focused module-level disposition
sni-bypass,sni-bypass-installer.sh,668d0f7ca3bfa2602f119c495305d4e932be4ea8a3e3b498ad1416ad0b98ab39,6819,file,Shell,script,authoritative-source,PR225-R001;PR225-M002;PR225-F0064,focused-file-script,independent file-level semantic disposition
sni-spoofing-go,.github/workflows/build.yml,e535e70f251b35af69b40f048f9495c2c04dc2262ab8793e3d10f8afe1d120cb,7438,file,YAML,repository-administration,supporting-evidence,PR225-R003,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
sni-spoofing-go,.gitignore,cfd798887107e74ad5db6ad7370ced15b66203dac75f63b15f7c53ca6465b413,218,file,other,repository-administration,supporting-evidence,PR225-R003;PR225-M014,focused-module-repository-administration,focused module-level disposition
sni-spoofing-go,Dockerfile,a8e2723e16fcb2a5c7dd4ea47bdb94ac7cd530cc9fd4b332ea62ffbb258963d8,541,file,Dockerfile,deployment,authoritative-source,PR225-R003;PR225-M014;PR225-F0065,focused-file-deployment,independent file-level semantic disposition
sni-spoofing-go,LICENSE,3972dc9744f6499f0f9b2dbf76696f2ae7ad8af9b23dde66d6af86c9dfb36986,35149,file,other,documentation,supporting-evidence,PR225-R003;PR225-M014,focused-module-documentation,focused module-level disposition
sni-spoofing-go,Makefile,7b7f6485f9203200a88a98e2a7805163436d412f30afda2ca93ab36a9588ef82,10236,file,other,configuration,authoritative-source,PR225-R003;PR225-M014;PR225-F0066,focused-file-configuration,independent file-level semantic disposition
sni-spoofing-go,README.md,8470288efb315dccd934fafaed194103dd05f10a246f2d1061f8248124c17c81,11576,file,Markdown,documentation,supporting-evidence,PR225-R003;PR225-M014,focused-module-documentation,focused module-level disposition
sni-spoofing-go,config.example.ini,3533588ea70a62e5e0945737f1e84b93b06947aa2dfe92a911b46b7031c9ff65,668,file,other,configuration,authoritative-source,PR225-R003;PR225-M014;PR225-F0067,focused-file-configuration,independent file-level semantic disposition
sni-spoofing-go,config/config.go,49ea7e1fe420b82b1bcbd5eca07f0c6c834f6f16c9621e64cdf9be945f7a7222,606,file,Go,implementation,authoritative-source,PR225-R003;PR225-M004;PR225-F0068,focused-file-implementation,independent file-level semantic disposition
sni-spoofing-go,config/connect.go,94ba7444ac84fc4b06a76d1a6faf07ed76951ac8a49adb835628a648d3075628,2592,file,Go,implementation,authoritative-source,PR225-R003;PR225-M004;PR225-F0069,focused-file-implementation,independent file-level semantic disposition
sni-spoofing-go,config/connect_test.go,ad2882a05b506926660308babef21800a97a7057eaca4d5a46761fb4c756c1b2,1929,file,Go,test,authoritative-source,PR225-R003;PR225-M004;PR225-F0070,focused-file-test,independent file-level semantic disposition
sni-spoofing-go,config/file.go,d25cae57e47d03fd3787452ab77d187d45fe4029357bd855fed5a5a4e7fc2d55,3353,file,Go,implementation,authoritative-source,PR225-R003;PR225-M004;PR225-F0071,focused-file-implementation,independent file-level semantic disposition
sni-spoofing-go,config/file_test.go,c89b023021c19fc170ec53436fc22288401348c974e579bf3209ebc0a8ce33d2,1427,file,Go,test,authoritative-source,PR225-R003;PR225-M004;PR225-F0072,focused-file-test,independent file-level semantic disposition
sni-spoofing-go,connection/monitor.go,d59243c70206087116c93b4fd9e6d636d5ac9f3f3ee3bb9537b490274d0485b2,743,file,Go,implementation,authoritative-source,PR225-R003;PR225-M005;PR225-F0073,focused-file-implementation,independent file-level semantic disposition
sni-spoofing-go,docs/MACOS_NATIVE_SUPPORT_SPEC_PLAN.md,f84eadca6cfc0e28b72310e8902b01d172a54049d94048d7827dcb3f77bcefe2,8803,file,Markdown,documentation,supporting-evidence,PR225-R003,accounted-supporting-documentation,supporting/admin/fixture/documentation surface explicitly accounted by donor record
sni-spoofing-go,go.mod,f3b698fc423120340b5c6feab43e6316ba82864a12d3502d3fd1886005201b9b,736,file,other,configuration,authoritative-source,PR225-R003;PR225-M014;PR225-F0074,focused-file-configuration,independent file-level semantic disposition
sni-spoofing-go,go.sum,87df660621aa0a41e6f060e6c79013ff761d66ac7921bfbf99752913e966689a,2267,file,other,configuration,authoritative-source,PR225-R003;PR225-M014;PR225-F0075,focused-file-configuration,independent file-level semantic disposition
sni-spoofing-go,gui/app.go,f15cfa09bb90e29006e4c9baed409c3e6a78130a7c324f15a882499ed926b5c1,4018,file,Go,implementation,authoritative-source,PR225-R003;PR225-M006;PR225-F0076,focused-file-implementation,independent file-level semantic disposition
sni-spoofing-go,gui/app_test.go,3b1bf93bd7bb001b5809a8083ebbf68de6a6c38fbf99bc405543a163d024a692,5661,file,Go,test,authoritative-source,PR225-R003;PR225-M006;PR225-F0077,focused-file-test,independent file-level semantic disposition
sni-spoofing-go,gui/build/appicon.png,28332a3b130d1970d208e40b7ab2c84f9ead10199f8c058e08e07fe21fe7ea49,132625,file,other,fixture,supporting-evidence,PR225-R003;PR225-M006,focused-module-fixture,focused module-level disposition
sni-spoofing-go,gui/build/darwin/Info.dev.plist,1e9e994d04bf36bee137e88876fd5ef646b2b8b8354030e4bb69fee1aff596e8,2318,file,other,repository-administration,supporting-evidence,PR225-R003;PR225-M006,focused-module-repository-administration,focused module-level disposition
sni-spoofing-go,gui/build/darwin/Info.plist,5ac2ee5f5d38ac7242df5e3d76d86af2ac004f52a6a4f0378c8a1ca36b3fc3b3,2178,file,other,repository-administration,supporting-evidence,PR225-R003;PR225-M006,focused-module-repository-administration,focused module-level disposition
sni-spoofing-go,gui/build/windows/icon.ico,6c6864842e732c1cb6e09a77a3801c9a511f0614879ce043ad7884095e676bca,21017,file,other,fixture,supporting-evidence,PR225-R003;PR225-M006,focused-module-fixture,focused module-level disposition
sni-spoofing-go,gui/build/windows/info.json,4de62dae9a86aa4c6048e304ba2a3f22bd2989d270561a92489c1456629661cf,356,file,JSON,configuration,authoritative-source,PR225-R003;PR225-M006;PR225-F0078,focused-file-configuration,independent file-level semantic disposition
sni-spoofing-go,gui/build/windows/installer/project.nsi,b480a6df8f8d0e99c20c9638d09a880c66c528a01f6dfa522731366555d6b42d,4862,file,other,deployment,authoritative-source,PR225-R003;PR225-M006;PR225-F0079,focused-file-deployment,independent file-level semantic disposition
sni-spoofing-go,gui/build/windows/installer/wails_tools.nsh,da6476a8767ea34f3436c2d854771ecc300e8c91d5e9f49108e051688d5b01fd,8294,file,other,deployment,authoritative-source,PR225-R003;PR225-M006;PR225-F0080,focused-file-deployment,independent file-level semantic disposition
sni-spoofing-go,gui/build/windows/wails.exe.manifest,9859463d27406aa13315ce66243d2caf866f169fc6e08d0fca6c22c19e4b3f80,1509,file,other,repository-administration,supporting-evidence,PR225-R003;PR225-M006,focused-module-repository-administration,focused module-level disposition
sni-spoofing-go,gui/frontend/dist/.gitkeep,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,file,other,repository-administration,supporting-evidence,PR225-R003;PR225-M006,focused-module-repository-administration,focused module-level disposition
sni-spoofing-go,gui/frontend/index.html,08bee451fb83d4acf397c4345329701ffd8cee9fdc69860c77677ddbd41cf054,290,file,HTML,ui-or-product,authoritative-source,PR225-R003;PR225-M006;PR225-F0081,focused-file-ui-or-product,independent file-level semantic disposition
sni-spoofing-go,gui/frontend/package-lock.json,a4dba05f5ef43bda6b9a39cf734b0bda6f324e20292d3648a2e5123791e33d83,78229,file,JSON,configuration,authoritative-source,PR225-R003;PR225-M006;PR225-F0082,focused-file-configuration,independent file-level semantic disposition
sni-spoofing-go,gui/frontend/package.json,08d7c520cb23db00d55d42abfb860be7da202206d87684bc8a684206363ba9aa,693,file,JSON,configuration,authoritative-source,PR225-R003;PR225-M006;PR225-F0083,focused-file-configuration,independent file-level semantic disposition
sni-spoofing-go,gui/frontend/src/App.svelte,eef7f4d8bc655b9881d52d2ad7a5c7114e30686016fe5ecb861e67a91fcc51b3,18085,file,other,repository-administration,supporting-evidence,PR225-R003;PR225-M006,focused-module-repository-administration,focused module-level disposition
sni-spoofing-go,gui/frontend/src/i18n.ts,43ab98a3ced7a6eafd894d4303569e774c6837e582596f291517ea86fd2acdef,1071,file,TypeScript,implementation,authoritative-source,PR225-R003;PR225-M006;PR225-F0084,focused-file-implementation,independent file-level semantic disposition
sni-spoofing-go,gui/frontend/src/locales/en.json,6c9ecad072ca971df2dffc481d028459ede874ef8e6e65bd3152a8cdda3e7d1e,1612,file,JSON,configuration,authoritative-source,PR225-R003;PR225-M006;PR225-F0085,focused-file-configuration,independent file-level semantic disposition
sni-spoofing-go,gui/frontend/src/locales/fa.json,721f6d8536c9ab44a77f4a099621485e864d891b1792cf090d2eb0b172cd899f,2201,file,JSON,configuration,authoritative-source,PR225-R003;PR225-M006;PR225-F0086,focused-file-configuration,independent file-level semantic disposition
sni-spoofing-go,gui/frontend/src/logs.test.ts,2bab7240d8304d3a3d62b15bbd5a3d03a64a4f072f33092d8ea98a909522fad3,3915,file,TypeScript,test,authoritative-source,PR225-R003;PR225-M006;PR225-F0087,focused-file-test,independent file-level semantic disposition
sni-spoofing-go,gui/frontend/src/logs.ts,a317771d723a7a1370b1a26fa40908c0fee30ee092567536ae6dd62bce948116,1423,file,TypeScript,implementation,authoritative-source,PR225-R003;PR225-M006;PR225-F0088,focused-file-implementation,independent file-level semantic disposition
sni-spoofing-go,gui/frontend/src/main.ts,8d407d343bbbcd546c0f78176fa68ec2117fd2923869a961ed267cf46c5850f9,318,file,TypeScript,implementation,authoritative-source,PR225-R003;PR225-M006;PR225-F0089,focused-file-implementation,independent file-level semantic disposition
sni-spoofing-go,gui/frontend/src/style.css,22698e4432e98e996d23a9987905d26dbec2c205393e3923aaf5164673ef2cb2,1354,file,CSS,ui-or-product,authoritative-source,PR225-R003;PR225-M006;PR225-F0090,focused-file-ui-or-product,independent file-level semantic disposition
