donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,surface_disposition,surface_rationale,predecessor_wave,post_refactor_228_review,post_refactor_228_record_ids
shadowsocks-crypto,src/v1/aeadcipher/sm4_ccm.rs,aa7390077202aa1357184aca12973a3e6392aa45440a2aa376e3ba7021ac9ec9,2854,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0058,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v1/aeadcipher/sm4_gcm.rs,c954062d8a4ed9c84970dbe332d3362826898a7c4772d19fb2b5b15b4cad2c03,1533,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0059,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v1/aeadcipher/sm4_gcm_cipher.rs,dd9d004b80e4c4de501665f16ea29200515ffb6a5073a23f2a9c9636e97da576,6277,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0060,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v1/aeadcipher/xchacha20_poly1305.rs,de9cf4b588a3d0f543ae0103a436424a1184626401cc0fc4c6446d854b1e3390,1681,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0061,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v1/cipher.rs,d38d9908e4ac713a2c55738337f1f2db4f310316762a8fe8b7ff464e753a6b2c,6380,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0062,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v1/dummy.rs,547410ce02a72462245ee97480269a1983125764f6c76c5db9e53930e1b51c2f,812,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0063,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v1/mod.rs,c2e64e2b0de4861c6a5a4b6ab210e7373662dd4238b11edd325fedcdd64d5515,212,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0064,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v1/streamcipher/cfb.rs,99af9ebabd808005a84a8138182d7aa3ac20f1e4d9c4864a6e68a5c6144f76b7,15288,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0065,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v1/streamcipher/chacha20.rs,24e9c022157d2424bacaed64ca68cfec79a3bbb0f14d0c396806a27d9ec5ad57,983,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0066,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v1/streamcipher/crypto/aes.rs,bae17b43da6f035b39d76168775e9cb41cd8acd52017a75c46459e5cb7bc82e8,1968,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0067,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v1/streamcipher/crypto/camellia.rs,c1ce8155c8fc20fcfc6170547fc8e6c5e2aad9a8574f60919ec2876131408186,2402,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0068,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v1/streamcipher/crypto/mod.rs,859e5ac00e13c2d1604c8f06e3c9c721610a5ee5c8f1f016003b553ca7ed9a4b,44,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0069,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v1/streamcipher/crypto/rc4.rs,88d3dee42edcce923eb7eab311ed32a06eef920a1d548a7defe30abb9bd4b328,4535,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0070,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v1/streamcipher/ctr.rs,81e2e9a4fab6b987d7a309277ee8bb4c654eef751b7acb2441caaf2a4e3b0e3c,8005,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0071,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v1/streamcipher/mod.rs,6108f26d4e565872bb683510693dd4e2ab68a128045485c04d06a803702ca614,6109,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0072,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v1/streamcipher/ofb.rs,ed5a5e5dd414cedcdfa06767dd8fc42cd60cc9f0b777315c47528c186bcf0ead,5567,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0073,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v1/streamcipher/rc4.rs,dcc719a84047728fcb8f52542f1243f1966f94d015fa80e5d91b9be0a7ef1f85,909,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0074,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v1/streamcipher/rc4_md5.rs,1417a42a3c125801dea37e03938cbe8757d5121d2eb36e57ec8711ef60c4c8bc,1610,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0075,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v1/streamcipher/table.rs,31821321cc263a06d2fbbaec1d39fe9a2682c8c03714198880e2580cbfffc53f,5123,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0076,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v2/crypto/aes_gcm.rs,3bb435c2ab3916da13f0043aab1e98b6c1d828f57ada2f813421b725f8ed336c,44,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0077,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v2/crypto/chacha20_poly1305.rs,3663a1d6b904add965102c4232c0deb65d4bf8fcdf1eb60b7658b91d82694b66,54,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0078,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v2/crypto/chacha8_poly1305.rs,24bae9d981e8914af18358e5662e158f0590870d359aaa3022b575c60a582d44,1654,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0079,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v2/crypto/mod.rs,dc54a0ff9c94e9470993bd099e03169bd832907c66506fddf94c5d96a7f59c3d,501,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0080,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v2/crypto/xchacha20_poly1305.rs,d8e28b45fb816864546c7e99b08ef09f6b06e74d9d093892dcb55ea01415765c,55,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0081,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v2/crypto/xchacha8_poly1305.rs,d8a1c2a211441854d621269806a860318b2927a54119361bb1845f13103fe546,1669,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0082,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v2/mod.rs,a3fca0cd503de535c08e87321d51cc8d904dec7400dc0bc1d70bcabad4477aa6,193,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0083,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v2/tcp/mod.rs,272372c5b2cc5dacb947fb8f9c84eac0d8038199838712175e15a3f78b15f531,5430,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0084,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v2/udp/aes_gcm.rs,fec61cdadd5b5ed1a395767c9aeb8412cb68a49d0c0ad3665d27fcc5b31d12dc,1873,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0085,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v2/udp/chacha20_poly1305.rs,010251a447e86a0dd6a957b26a19262b5726ec115bbff30e4dd412518842a83b,754,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0086,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v2/udp/chacha8_poly1305.rs,356268052e133ff2bd23c9cbed0031d714cce4ad87c65c571155e3f8421fb8e8,748,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0087,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-crypto,src/v2/udp/mod.rs,89c9ec6b6cd1100c5562f9b4382b311636a57ec38766c44f73fab8069170fb58,3318,file,Rust,implementation,authoritative-source,PR226-R001;PR226-M003;PR226-F0088,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,.circleci/config.yml,85b2699b1ca3bba3caf6aca2c21f883e2dcf3895b810927c904a0f6801d466eb,10210,file,YAML,configuration,authoritative-source,PR226-R011;PR226-M012;PR226-F0089,focused-file-configuration,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,.cursor/rules/shadowsocks-rust-orientation.mdc,2dca36e9355f1b6f967a15055844aadc4a7589568affa2d10b8a86896925ac1e,4718,file,other,repository-administration,supporting-evidence,PR226-R011,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,.dockerignore,8ba849614bdf05ff6e1867d5aa18806a98dd6ff5925de299ba304ff229bc6ab8,67,file,other,repository-administration,supporting-evidence,PR226-R011;PR226-M013,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,.github/dependabot.yml,b9ff1fb1780b0737a531a3ffcfcc0d500772f1715eb351ed5e25e92c362fd498,127,file,YAML,repository-administration,supporting-evidence,PR226-R011,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,.github/workflows/build-and-test.yml,9d2356c457c22e352c7ed16b3dfd73fe1a30f9a03e06406b48472d831b28f06b,2712,file,YAML,repository-administration,supporting-evidence,PR226-R011,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,.github/workflows/build-docker-image.yml,c53ef6c2271c871207368fcecbf5c778138cfadf9d2a3a4e04f754cebef5d11b,1044,file,YAML,repository-administration,supporting-evidence,PR226-R011,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,.github/workflows/build-msrv.yml,a907f0613450be42700ab19eabe0c732a07e43a7c759e7b25ac6fea49234b5cc,3611,file,YAML,repository-administration,supporting-evidence,PR226-R011,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,.github/workflows/build-nightly-release.yml,53e7246530f539a3a1a7a32c4d60075187fccebe4ebbc2ea5699176ca05104b6,5126,file,YAML,repository-administration,supporting-evidence,PR226-R011,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,.github/workflows/build-release.yml,bfd55a126b17b03fa009a6a733e2990d08c3e465be70aa65d6f99674e0072195,7112,file,YAML,repository-administration,supporting-evidence,PR226-R011,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,.github/workflows/clippy-check.yml,086f19bcfd3c5705acc9fa401b23667e221dd101ee6fdbcbb4c9d0663dd4bac4,897,file,YAML,repository-administration,supporting-evidence,PR226-R011,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,.github/workflows/deny-check.yml,1c6b79aa51410ecaa287b4b8958023555b6da91dddc5d122061c7e89af7adc3f,473,file,YAML,repository-administration,supporting-evidence,PR226-R011,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,.gitignore,33100451397101a8c2827a0670ff93943909f08863ef7404155ff703ad699845,174,file,other,repository-administration,supporting-evidence,PR226-R011;PR226-M013,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,.travis.yml,5e67da4dc81b970e8201302adc9c35411a06e4b75839e5801af96a8ffaa4059e,1954,file,YAML,configuration,authoritative-source,PR226-R011;PR226-M013;PR226-F0090,focused-file-configuration,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,Cargo.lock,83bc860c03df47d676021fd68b27e6c47f6dc1a0c272fa1d7802e9bca3ea6e38,125472,file,other,configuration,authoritative-source,PR226-R011;PR226-M013;PR226-F0091,focused-file-configuration,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,Cargo.toml,c83a1c3af83f778a0680839bbed8510536653631a0417c8c53dccdb2f0534620,7273,file,TOML,configuration,authoritative-source,PR226-R011;PR226-M013;PR226-F0092,focused-file-configuration,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,Cross-centos.toml,683de37d1ed3f203dea7e38f2a87b118650fdc4bdafd9d87ad4c7e601b20b770,373,file,TOML,configuration,authoritative-source,PR226-R011;PR226-M013;PR226-F0093,focused-file-configuration,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,Cross.toml,4fb114a81ebd1f23e5ea9800c0075b7bc8c9590e049e4027771227c02792021d,1380,file,TOML,configuration,authoritative-source,PR226-R011;PR226-M013;PR226-F0094,focused-file-configuration,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,Dockerfile,743eef8cfdf69140c08ab6e01e685d8030dd054773e7fcaa831c0a705418ab71,2928,file,Dockerfile,deployment,authoritative-source,PR226-R011;PR226-M013;PR226-F0095,focused-file-deployment,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,LICENSE,b453481258ecf6dbe1ec0fb2efa621de6035fcddbee0868cb71b8ffc4c0c4782,1099,file,other,documentation,supporting-evidence,PR226-R011;PR226-M013,accounted-supporting-documentation,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,Makefile,cb9c3cc36af91f63580860a246151bb9a1fa66e1b2481d6d60113c99f6d67b1d,801,file,other,configuration,authoritative-source,PR226-R011;PR226-M013;PR226-F0096,focused-file-configuration,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
