record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
PR230-R001,n/a,CG230-Hiddify-Manager-dev-root,Hiddify-Manager-dev,repository-accountability,Hiddify-Manager-dev complete archive/repository accountability,repository,evidence corpus,context-dependent,.dockerignore,22942cc4b45864ab6ac31687a88441b76653f235e025851e69e514e9131eef4c,n/a,exhaustive evidence review,one-to-many,reference-only,"Every archive member, regular file, normalized directory, indexed definition, and archived symlink is accounted before behavior-level selection.",convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,all donor bytes remain attributable to exact source hashes,repository size or popularity cannot grant target authority,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,source provenance retained; no bulk donor import,low,n/a,high,reviewed
PR230-M0025,PR230-R001,CG230-Hiddify-Manager-dev-a7d6f336ac,Hiddify-Manager-dev,module-accountability,common/replace_variables.sh module/subtree review,module/subtree,mixed evidence,module-cohesive,common/replace_variables.sh,7975adf0d2ce77225777c259f194dea051e3907611b71f59ebb3fcf1ede4ba94,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"1 surfaces reviewed; 1 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R001,high,reviewed
PR230-M0026,PR230-R001,CG230-Hiddify-Manager-dev-dc1d0a0d7f,Hiddify-Manager-dev,module-accountability,common/run.sh.j2 module/subtree review,module/subtree,mixed evidence,module-cohesive,common/run.sh.j2,ed0c54447bad211f28598b0a941a90bbdb47b454bed7872bc195c3eef53dd81a,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"1 surfaces reviewed; 1 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R001,high,reviewed
PR230-M0027,PR230-R001,CG230-Hiddify-Manager-dev-446759ee9e,Hiddify-Manager-dev,module-accountability,common/sysctl.conf module/subtree review,module/subtree,mixed evidence,module-cohesive,common/sysctl.conf,adf83fca3439015dee817095c59139ccdc7b9091cd79da658761e5ec5f9150bb,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"1 surfaces reviewed; 1 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R001,high,reviewed
PR230-M0028,PR230-R001,CG230-Hiddify-Manager-dev-5f7bd9062e,Hiddify-Manager-dev,module-accountability,common/utils.sh module/subtree review,module/subtree,mixed evidence,module-cohesive,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"1 surfaces reviewed; 1 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R001,high,reviewed
PR230-M0029,PR230-R001,CG230-Hiddify-Manager-dev-46b42b4229,Hiddify-Manager-dev,module-accountability,docs module/subtree review,module/subtree,mixed evidence,module-cohesive,docs/HiddifyPanel.webp,45e1db3e220e8633b7cd6a89f344b30235f0fad0f7740f9303ff474b06fddd38,n/a,mechanism-level review,many-to-many,accounted-reference,"5 surfaces reviewed; 0 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,low,PR230-R001,high,reviewed
PR230-M0030,PR230-R001,CG230-Hiddify-Manager-dev-777b559f73,Hiddify-Manager-dev,module-accountability,haproxy/backends module/subtree review,module/subtree,mixed evidence,module-cohesive,haproxy/backends/common.cfg.pj2,e16782f07db582c556e9287bea13634e5653e98b83d3cc1cb7c015a8369dd812,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"2 surfaces reviewed; 2 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R001,high,reviewed
PR230-M0031,PR230-R001,CG230-Hiddify-Manager-dev-e78c4c691c,Hiddify-Manager-dev,module-accountability,haproxy/fronts module/subtree review,module/subtree,mixed evidence,module-cohesive,haproxy/fronts/in_httpmode.cfg.pj2,5d790f5bfe9bddf4342d36d1a369816491fa315178610eaa480553ee42409cc0,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"5 surfaces reviewed; 5 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R001,high,reviewed
PR230-M0032,PR230-R001,CG230-Hiddify-Manager-dev-971c50172b,Hiddify-Manager-dev,module-accountability,haproxy/haproxy.cfg.j2 module/subtree review,module/subtree,mixed evidence,module-cohesive,haproxy/haproxy.cfg.j2,ea9a7f64a4181454c061931da92309eac93b566a18e9e6f9c0e08194d5ab91e9,n/a,mechanism-level review,many-to-many,behavior-refined,"1 surfaces reviewed; 1 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R001,high,reviewed
PR230-M0033,PR230-R001,CG230-Hiddify-Manager-dev-f82465bd4d,Hiddify-Manager-dev,module-accountability,haproxy/hiddify-haproxy.service module/subtree review,module/subtree,mixed evidence,module-cohesive,haproxy/hiddify-haproxy.service,7cc59690ed63154e4df521cbdbf756a8e6caa01dca23475ce8229685f3cd2551,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"1 surfaces reviewed; 1 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R001,high,reviewed
PR230-M0034,PR230-R001,CG230-Hiddify-Manager-dev-10cda74905,Hiddify-Manager-dev,module-accountability,haproxy/install.sh module/subtree review,module/subtree,mixed evidence,module-cohesive,haproxy/install.sh,8a74d86cf2a6acddd159cdc76c1bf51aeb7cc92a3cf8676a052f372c4ddea6bb,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"1 surfaces reviewed; 1 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R001,high,reviewed
PR230-M0035,PR230-R001,CG230-Hiddify-Manager-dev-1739b64968,Hiddify-Manager-dev,module-accountability,haproxy/iplists module/subtree review,module/subtree,mixed evidence,module-cohesive,haproxy/iplists/arvan.lst,03c851966cc74affefd0a2089bebd1aed5b7dbca539d26e44ad02e9fc196e39c,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"3 surfaces reviewed; 3 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R001,high,reviewed
PR230-M0036,PR230-R001,CG230-Hiddify-Manager-dev-442ea19084,Hiddify-Manager-dev,module-accountability,haproxy/maps module/subtree review,module/subtree,mixed evidence,module-cohesive,haproxy/maps/decoy_domain.j2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"7 surfaces reviewed; 7 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R001,high,reviewed
PR230-M0037,PR230-R001,CG230-Hiddify-Manager-dev-14931b5a70,Hiddify-Manager-dev,module-accountability,haproxy/run.sh module/subtree review,module/subtree,mixed evidence,module-cohesive,haproxy/run.sh,f9523b0496f8692df67dab80b1aa5c8e68432de036bdc869994df1bb02d099d2,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"1 surfaces reviewed; 1 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R001,high,reviewed
PR230-M0038,PR230-R001,CG230-Hiddify-Manager-dev-62d59dfe3a,Hiddify-Manager-dev,module-accountability,hiddify-panel/app.cfg module/subtree review,module/subtree,mixed evidence,module-cohesive,hiddify-panel/app.cfg,a227686f15cf4a3271eb0a5b28530b6711e7462f374c22915fe14ec48c7d3993,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"1 surfaces reviewed; 1 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R001,high,reviewed
PR230-M0039,PR230-R001,CG230-Hiddify-Manager-dev-39378ac841,Hiddify-Manager-dev,module-accountability,hiddify-panel/app.py module/subtree review,module/subtree,mixed evidence,module-cohesive,hiddify-panel/app.py,cd467b242ce7781c171d6c75e6e6ad36ab1764ba6e5a4a58575dc5dab301073a,n/a,mechanism-level review,many-to-many,reviewed-superseded-or-reference,"1 surfaces reviewed; 1 high-signal, 0 product/UI, 0 tests. Independent promoted/rejected behaviors are split into focused records where applicable.",convergence evidence or target-native owner,governance/convergence/post-refactor-230-adoption-ledger.csv,module-level context preserved around per-file decisions,umbrella records cannot hide unresolved high-signal files,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none unless focused records say otherwise,no module copied wholesale,medium,PR230-R001,high,reviewed
