donor,path,sha256,size_bytes,mode,classification,authority,module,extension,semantic_record_ids,post_refactor_231_review,post_refactor_231_disposition,notes
IPtProxy-master,.gitignore,3b639b9365c0c056c9ffe169f715028d09168615651138ddcedf6540932a205c,3520,0o644,repository-administration,authoritative,.gitignore,n/a,PR231-F00001;PR231-M0001,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/BUILD.gn,da9facdf58918caf626b34fe2b60d6c6c6b6be5b4494533d1a4da1353d2008d7,2998,0o644,vendored,vendored,src/BUILD.gn,.gn,PR231-F00080;PR231-M0034,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/DEPS,20c99f15b9a13181e6c097d68631c47e7647cf61ca34752841c5ba78fdddc847,187522,0o644,vendored,vendored,src/DEPS,n/a,PR231-F00081;PR231-M0035,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/LICENSE,368cca1106be99d39ecd32a38d8305585d802a475effb66380b91ffc9bcf709b,1536,0o644,vendored,vendored,src/LICENSE,n/a,PR231-F00082;PR231-M0036,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/BUILD.gn,f4129d2c07886a50d8e6f8f7a544a7d777220bcbc4b7eb7b07351d4c0197ffba,95795,0o644,vendored,vendored,src/base,.gn,PR231-F00083;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/DEPS,0fb3389e9dc6a1cf977c2bc0fc96420c335bb84d8488d3970ebb5273fc460af7,1358,0o644,vendored,vendored,src/base,n/a,PR231-F00084;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/DIR_METADATA,0457db7dd5acfefe7e61c0cbb295814908abbac6b7fd77f9395dfdaee1e967d9,90,0o644,vendored,vendored,src/base,n/a,PR231-F00085;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/OWNERS,034f019e369dbb4e8eada9947e13426ac137bf6966da062c09255dca2bc327fc,1489,0o644,vendored,vendored,src/base,n/a,PR231-F00086;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/PRESUBMIT.py,80a39faa431c2c538e94a9acb6ba43a86dc3795809dcc0bb6f630ec1e0b6838e,3370,0o644,vendored,vendored,src/base,.py,PR231-F00087;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/README.md,0b606d423088183b6e8fb20a6c6dbfbccb05fc55dc4d26ff7bfe01622507bc82,5102,0o644,vendored,vendored,src/base,.md,PR231-F00088;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/SECURITY_OWNERS,afc0b084e3cd733a2b21fa129496971d2b355f56596625678465f923cdd574d6,597,0o644,vendored,vendored,src/base,n/a,PR231-F00089;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/BUILD.gn,608eb959f24db2566be7a094a3693ab464cf3475d794ca09ceaf6ce4aa7ccbe7,2042,0o644,vendored,vendored,src/base,.gn,PR231-F00090;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/DIR_METADATA,d5a588a8394434249cdece2dc1e8538b4bf56f5e03f4d0cc06f36d5b653b16d2,85,0o644,vendored,vendored,src/base,n/a,PR231-F00091;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/OWNERS,734644661b555c4ba34b5a113907e875cfd518463d0acf5446082cdd1dfadb61,343,0o644,vendored,vendored,src/base,n/a,PR231-F00092;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/README.md,63a0b42356118391ad979ecab28e2e85532410dedd64391692f0269dd83fc7cd,7998,0o644,vendored,vendored,src/base,.md,PR231-F00093;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/allocator.gni,cf69cfdaddc3fffcfa8b64e8c3cbd053c40900eaa6e175957b52a97382c127b8,1281,0o644,vendored,vendored,src/base,.gni,PR231-F00094;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/allocator_check.cc,01ed02d78f6a787db8f457c1265062ebd846188fca47239d8b07eb202616e8be,1139,0o644,vendored,vendored,src/base,.cc,PR231-F00095;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/allocator_check.h,2890c79e23fcf571ca51ec83ac960ea22163217e633b05c44fc6fdd9b1ac51f2,437,0o644,vendored,vendored,src/base,.h,PR231-F00096;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/dispatcher/configuration.h,fb581ab2780eddbfb247f75972f27bd4c44569430cc446010fcef7cad5895505,937,0o644,vendored,vendored,src/base,.h,PR231-F00097;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/dispatcher/dispatcher.cc,4f666d1b63c99e3e14f9a76222b103c5edbbd41aa8d0eb1af75bd3c37563ce07,3423,0o644,vendored,vendored,src/base,.cc,PR231-F00098;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/dispatcher/dispatcher.h,641d73d50430fde130389fee1da56adb211edfcd8a5b31969f659e8615ffd034,2766,0o644,vendored,vendored,src/base,.h,PR231-F00099;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/dispatcher/initializer.h,044ab4c80620c97e8b2c37e87b1505341f65bfa86bea3c97fa826a6052f5efd2,9414,0o644,vendored,vendored,src/base,.h,PR231-F00100;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/dispatcher/internal/dispatch_data.cc,da72f5e34621dee55756bbefd758b4dc6b388fb9d156fc72604b175060bc0942,1211,0o644,vendored,vendored,src/base,.cc,PR231-F00101;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/dispatcher/internal/dispatch_data.h,cfecf3a8bf9eb8241b5ad76d0254694360d0092b91b386588e09742d9bed170c,1888,0o644,vendored,vendored,src/base,.h,PR231-F00102;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/dispatcher/internal/dispatcher_internal.h,0c92b684975bf4913eaa122577a6c5fb1ae40406939ebd95c17a2b7bbc09a52e,16083,0o644,vendored,vendored,src/base,.h,PR231-F00103;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/dispatcher/internal/tools.h,aca39296dc257ae2df2df8ed448ba83e70a822b7980e64f17b6866ac0fed9b7c,719,0o644,vendored,vendored,src/base,.h,PR231-F00104;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/dispatcher/memory_tagging.cc,9d07b45807c08beae40e6d9875c5f1112cf4f0983ce7bf9eaad68d621e9fbf6d,799,0o644,vendored,vendored,src/base,.cc,PR231-F00105;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/dispatcher/memory_tagging.h,e63589b1047aef6ed432cde36a6e2ec6dfa53e5f1108a163e08f29cf352e49e4,1531,0o644,vendored,vendored,src/base,.h,PR231-F00106;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/dispatcher/notification_data.h,505f32ddb69c8606d703e249ea456a6ee7cb489bc777e53b8fe633f622e36409,3480,0o644,vendored,vendored,src/base,.h,PR231-F00107;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/dispatcher/reentry_guard.cc,c2374efa9937249f68e1084822413256a4b9cb7c9acd877e40e785978dd60f35,2022,0o644,vendored,vendored,src/base,.cc,PR231-F00108;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/dispatcher/reentry_guard.h,d854f0b9d82880e7898887bb61d2830b0277b37927f265b6ce64e0f895c72cf4,2713,0o644,vendored,vendored,src/base,.h,PR231-F00109;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/dispatcher/subsystem.h,9a2c3cd2ce73ae91ea5e3c154637f535a630b25d596a445c90b21d81ef325f60,1043,0o644,vendored,vendored,src/base,.h,PR231-F00110;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/dispatcher/testing/dispatcher_test.h,1768bf3c1496ba49bf931d6f3557f78ac6d01d26c8666860ad36c5815b2c9eaa,985,0o644,vendored,vendored,src/base,.h,PR231-F00111;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/dispatcher/testing/observer_mock.h,b69e05c7df8fc2de4eba875b527463994f5d57cc917a4ab4f54923b0fd76f4c7,1225,0o644,vendored,vendored,src/base,.h,PR231-F00112;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/dispatcher/testing/tools.h,a43a815a95078af938f0728515b27ddb5fe5971217a6813843be2da4741ee105,1828,0o644,vendored,vendored,src/base,.h,PR231-F00113;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/dispatcher/tls.cc,049cd52c7bfe53c4194f17e036146b1f00be842846deea6381f7d76f852afd7f,5351,0o644,vendored,vendored,src/base,.cc,PR231-F00114;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/dispatcher/tls.h,6c4804b292cea4710765753ee225a798cfd7c3dfcc482ea2e12cf80ebd3e0c9c,19711,0o644,vendored,vendored,src/base,.h,PR231-F00115;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/early_zone_registration_apple.cc,bbb9d789c95ceb7439e464d74753f968445bbffcf68b2f21a1d81d91e33dff14,10937,0o644,vendored,vendored,src/base,.cc,PR231-F00116;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/early_zone_registration_apple.h,62ac65514bc2dc23d700efeb2b210d81f7f95b5b01734c8bfe02cc204abbc32b,1119,0o644,vendored,vendored,src/base,.h,PR231-F00117;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/partition_alloc_features.cc,f82701e1627be8c318a456da84540153134790ba4b0a06f6acc5497081ff9749,18300,0o644,vendored,vendored,src/base,.cc,PR231-F00118;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/partition_alloc_features.h,07cac8b3e40e5bf984638821feca4223c1f7514f90f3340566d3b3f5e2226f9f,8881,0o644,vendored,vendored,src/base,.h,PR231-F00119;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/partition_alloc_support.cc,bba8069bf92b44e0f72ced8ec6405d98532997dc60e60d9f40a8b3df8ccf024c,60866,0o644,vendored,vendored,src/base,.cc,PR231-F00120;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/partition_alloc_support.h,f28ad03c01b77a5c65f47acbed4812dfc4d8cb51a6cd6f5382631a23c3308605,7606,0o644,vendored,vendored,src/base,.h,PR231-F00121;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/partition_allocator/.clang-tidy,7d0e5c5f496a874fe176e2b234df28eac5ee0d73914bfefa07b11af860668b40,217,0o644,vendored,vendored,src/base,n/a,PR231-F00122;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/partition_allocator/.gn,34280934c676b99e12ae5174f8cd948ca3986c2b752d6b41faa775f96b678a34,308,0o644,vendored,vendored,src/base,n/a,PR231-F00123;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/partition_allocator/BUILD.gn,23ba2667a54ef366400993991f4b0933b47b230f7eaabb05bda11ee576ccede1,566,0o644,vendored,vendored,src/base,.gn,PR231-F00124;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/partition_allocator/DEPS,e7c7d213849f6a31ee427ab53864ef101ac44bb8b92dcded38056ea9c9d3afcd,1969,0o644,vendored,vendored,src/base,n/a,PR231-F00125;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/partition_allocator/DIR_METADATA,c8ef9f64f790d2aa1daf3f2c353b0d0f56a0cc393ee8e09288e6a25546a987a3,193,0o644,vendored,vendored,src/base,n/a,PR231-F00126;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/partition_allocator/OWNERS,1d692a21f526db0d1b7e874774217de6470417957e66de7df49d771e0b687d3b,228,0o644,vendored,vendored,src/base,n/a,PR231-F00127;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/partition_allocator/PRESUBMIT.py,d59dfb6d590b6a6a308122f91ca1fa590f81192a66e3ec609fd31d093ecb07d8,11241,0o644,vendored,vendored,src/base,.py,PR231-F00128;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/partition_allocator/PRESUBMIT_test.py,141b30e0f747b34f8689c16d5f9e425b9bae1cfd6f8e9971261ad972c5fa7b77,3111,0o755,vendored,vendored,src/base,.py,PR231-F00129;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/partition_allocator/PartitionAlloc.md,853728604c41c0b92c7e3b0c660363193a8c6a871803563b4e48ee91133cf841,10191,0o644,vendored,vendored,src/base,.md,PR231-F00130;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/partition_allocator/buckets.md,2e8395defefa0a1b5c9aa0ee07d597625bced6df9248b900107d4e1a69093587,23751,0o644,vendored,vendored,src/base,.md,PR231-F00131;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/partition_allocator/build_config.md,2847ee54adcbe05d92ee5e288bbe3392a49fc315114349e94aaf4009dda4a177,4379,0o644,vendored,vendored,src/base,.md,PR231-F00132;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/partition_allocator/build_overrides/partition_alloc.gni,b0ceb0a0a0fe2526df04fdc5945b2da622f524b831ed269bf6af8473e84ec07d,957,0o644,vendored,vendored,src/base,.gni,PR231-F00133;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/partition_allocator/external_builds.md,f9c50179a4d98712c1530b0645e058c7d16dfc9a02ce204c74b42f7079393810,2430,0o644,vendored,vendored,src/base,.md,PR231-F00134;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/partition_allocator/glossary.md,01db88979d8dd6ee7768689607aaf28b91fef8bd4f80f836ba328500bb587ab2,9248,0o644,vendored,vendored,src/base,.md,PR231-F00135;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/partition_allocator/gn/BUILDCONFIG.gn,352bea60e173579a78f3d6cda58ba0f71b61bd395375f6a792cb46d46b72a95e,2453,0o644,vendored,vendored,src/base,.gn,PR231-F00136;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/base/allocator/partition_allocator/gn/OWNERS,bc235f604a31feba4ae55d4f66d41134ee6b91158434904015f8f3b6e381b0dc,45,0o644,vendored,vendored,src/base,n/a,PR231-F00137;PR231-M0037,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
