donor,path,sha256,size_bytes,type,file_type,language,classification,authority_status,symlink_target,semantic_record_ids,surface_disposition,surface_rationale,notes
JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/proxy/proxy_server.py,02a02b4da6ce0afab531649a41cd03927cc430ecdc049511a085a97dbc9f8fb2,61115,file,file,python,implementation,authoritative,,BASE04;JJ001;JJ002;JJ004,adapted,Client-side cadence/backoff is useful without requiring donor server ownership.,Focused semantic link(s) plus base accountability.
JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/proxy/proxy_support.py,942134c71a046626f445b07e080a94fd95a5f7ccc36c9bf2380996d2cf8fe109,9982,file,file,python,implementation,authoritative,,BASE04;JJ004,superseded,LumiNet already has typed proxy config/runtime owners and importing a second proxy stack would split authority.,Focused semantic link(s) plus base accountability.
JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/proxy/socks5.py,7f72549ac9eb91de39cc34618942c51e7bbdf589a7f2b10e392d3921306458b7,3469,file,file,python,implementation,authoritative,,BASE04;JJ004,superseded,LumiNet already has typed proxy config/runtime owners and importing a second proxy stack would split authority.,Focused semantic link(s) plus base accountability.
JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/proxy/tcp_tunnel.py,d9e44731e9f20a8fb01d27124c103f8fbb4141a3e8b857294a786fe5ae13fad2,21164,file,file,python,implementation,authoritative,,BASE04;JJ001;JJ002;JJ004,adapted,Client-side cadence/backoff is useful without requiring donor server ownership.,Focused semantic link(s) plus base accountability.
JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/relay/__init__.py,ab40e413cb0cb19446bf9a3d20a6fe7de3de58d0b3efda8791e1c75a326ab751,187,file,file,python,implementation,authoritative,,BASE04;JJ005,superseded,"Transport helper structure and error handling were reviewed, but LumiNet already owns both HTTP relay adapters and retry state; importing another H2/fronting stack would fork transport authority.",Focused semantic link(s) plus base accountability.
JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/relay/domain_fronter.py,d8767aee680789d9761bc5e15d128d444528557a2e502e3133704f865baa747f,101600,file,file,python,implementation,authoritative,,BASE04;JJ001;JJ002;JJ005,adapted,Client-side cadence/backoff is useful without requiring donor server ownership.,Focused semantic link(s) plus base accountability.
JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/relay/fronting_support.py,fc8250db88c3ab16599407b1767a2f3ce430977810e4c838f8e2f14fe76d2c78,4640,file,file,python,implementation,authoritative,,BASE04;JJ005,superseded,"Transport helper structure and error handling were reviewed, but LumiNet already owns both HTTP relay adapters and retry state; importing another H2/fronting stack would fork transport authority.",Focused semantic link(s) plus base accountability.
JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/relay/h2_transport.py,017d72f085d040caeedde65cefd5db8c7821f0ec7b01cfd61194c37308b20f9f,19138,file,file,python,implementation,authoritative,,BASE04;JJ005,superseded,"Transport helper structure and error handling were reviewed, but LumiNet already owns both HTTP relay adapters and retry state; importing another H2/fronting stack would fork transport authority.",Focused semantic link(s) plus base accountability.
JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/relay/http_reader.py,d4e82e7cb191af522bd352b9c7db334ffbac75218916eea2dd63789fabb90be3,5419,file,file,python,implementation,authoritative,,BASE04;JJ005,superseded,"Transport helper structure and error handling were reviewed, but LumiNet already owns both HTTP relay adapters and retry state; importing another H2/fronting stack would fork transport authority.",Focused semantic link(s) plus base accountability.
JJTcpOverHttpRelayVpn-python_testing_tcp_relay,src/relay/relay_response.py,dafd1c2b9e091187c1fe88130bda533b61029f62cf0f234e40e0379502747c1f,11611,file,file,python,implementation,authoritative,,BASE04;JJ005,superseded,"Transport helper structure and error handling were reviewed, but LumiNet already owns both HTTP relay adapters and retry state; importing another H2/fronting stack would fork transport authority.",Focused semantic link(s) plus base accountability.
JJTcpOverHttpRelayVpn-python_testing_tcp_relay,start.bat,f65cb9c19a1fe0021677f01c64a514a0ea05f40b94d5dcc91bf49e8d9cc37fd4,2076,file,file,other,script,authoritative,,BASE04;JJ005,superseded,"Transport helper structure and error handling were reviewed, but LumiNet already owns both HTTP relay adapters and retry state; importing another H2/fronting stack would fork transport authority.",Focused semantic link(s) plus base accountability.
JJTcpOverHttpRelayVpn-python_testing_tcp_relay,start.sh,4eabc3487586344a712e6b5e11c0561799374d903fd512ca87e45df46fb950f7,1612,file,file,shell,script,authoritative,,BASE04;JJ005,superseded,"Transport helper structure and error handling were reviewed, but LumiNet already owns both HTTP relay adapters and retry state; importing another H2/fronting stack would fork transport authority.",Focused semantic link(s) plus base accountability.
JJTcpOverHttpRelayVpn-python_testing_tcp_relay,tests/test_tcp_tunnel.py,3f4a41268b95c8dc4293aa8185f692551892da3918c1db98b7fd2d9f68e19ba1,12421,file,file,python,test,derived,,BASE04;JJ005,superseded,"Transport helper structure and error handling were reviewed, but LumiNet already owns both HTTP relay adapters and retry state; importing another H2/fronting stack would fork transport authority.",Focused semantic link(s) plus base accountability.
kcp-go-master,.github/workflows/go.yml,0f4ce569b320fabb750ea517d469367c1a9b2ce6844c91ae67b9086765a40316,1175,file,file,yaml,repository-administration,derived,,BASE05,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
kcp-go-master,.gitignore,196a96e79e61aafa7c49b43773e6d3b9e4408b052acbe6701bcf1eecb6d089e2,275,file,file,other,repository-administration,derived,,BASE05,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
kcp-go-master,.travis.yml,78f4192142be3758b15b1a7342237b5172e597684c44a10270930a4ed78f89d2,358,file,file,yaml,repository-administration,derived,,BASE05,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
kcp-go-master,AGENTS.md,33bbd10b64d3dbc375be551be9a454b01e73b63fadb9e020dab161055be75b08,4943,file,file,markdown,documentation,descriptive,,BASE05,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
kcp-go-master,LICENSE,68eb46479424095361384cbb6b056dd10c0f9bb708796a68bdd830fa7baa6ebb,1073,file,file,other,governance,descriptive,,BASE05,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
kcp-go-master,README.md,0b5a7e8070a5d924aeb408adab04043225d747e44d71c2644c6a872bce9a8048,26631,file,file,markdown,documentation,descriptive,,BASE05,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
kcp-go-master,README_zh.md,7b652e74344824eb883ca1788b87ad8f535ad908930bbb1eac5ba364c810db67,25674,file,file,markdown,documentation,descriptive,,BASE05,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
kcp-go-master,assets/flame.png,e3a8a5d785bee08d39d9658586b472089a5e97e0370208787976af9e3e59e068,57142,file,file,other,media,derived,,BASE05,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
kcp-go-master,assets/frame.png,7b04ed9475888ebea4d793057a646ee1d4ae8bce18170d6dd032a1d731e32a68,36006,file,file,other,media,derived,,BASE05,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
kcp-go-master,assets/kcp-go.png,3e50a1d6980f75a6227f756d916161d149ba216609cdc28b96631eaa53b0d3b4,61414,file,file,other,media,derived,,BASE05,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
kcp-go-master,assets/layermodel.jpg,43e18fb99b189fa6f832824f32e3d3a5a41d26280aca3d915d335baf29f3a9b0,73360,file,file,other,media,derived,,BASE05,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
kcp-go-master,autotune.go,be73a5cab27956bc85e92a878a86aa2cd0f1a6a4f0c9032a26e5c12dccda5cd5,4387,file,file,go,implementation,authoritative,,BASE05;KCPGO005,superseded,These useful internals remain owned by the pinned upstream KCP dependency; target consumes stable public session controls rather than copying implementation internals.,Focused semantic link(s) plus base accountability.
kcp-go-master,autotune_test.go,9d8c0c40def261153fdae62910eb31487caf417060b5db0a9303fe535704ded1,4253,file,file,go,test,derived,,BASE05;KCPGO005,superseded,These useful internals remain owned by the pinned upstream KCP dependency; target consumes stable public session controls rather than copying implementation internals.,Focused semantic link(s) plus base accountability.
kcp-go-master,bufferpool.go,222abe5ac488c2673a96eca483fea24aada22791c04210725aa31e1d99fd101e,1987,file,file,go,implementation,authoritative,,BASE05;KCPGO001;KCPGO004;KCPGO005,adapted,Donor exposes proven KCP knobs; target centralizes them behind one bounded policy used by planner and real runtime.,Focused semantic link(s) plus base accountability.
kcp-go-master,bufferpool_test.go,46788169cf1e153a0fa3476e93e02f1165aeb4c5d638a1a8cc30bfe8d6f6c2f4,1628,file,file,go,test,derived,,BASE05;KCPGO001;KCPGO004;KCPGO005,adapted,Donor exposes proven KCP knobs; target centralizes them behind one bounded policy used by planner and real runtime.,Focused semantic link(s) plus base accountability.
kcp-go-master,clear_go120.go,9e457715203f07f8a544469adfa9e93f4bd4c11394c05169df9042c14f752ae0,122,file,file,go,implementation,authoritative,,BASE05;KCPGO005,superseded,These useful internals remain owned by the pinned upstream KCP dependency; target consumes stable public session controls rather than copying implementation internals.,Focused semantic link(s) plus base accountability.
kcp-go-master,clear_go121.go,296a4457de36e795f1bcc810991992e3c7fae0e366ba2c03cf46cb3d81d08111,82,file,file,go,implementation,authoritative,,BASE05;KCPGO005,superseded,These useful internals remain owned by the pinned upstream KCP dependency; target consumes stable public session controls rather than copying implementation internals.,Focused semantic link(s) plus base accountability.
kcp-go-master,crypt.go,7d6575fd459465a095477ba234c14f89f9cfa078538aabc194196c5ae5e8be7e,17651,file,file,go,implementation,authoritative,,BASE05;KCPGO001;KCPGO003;KCPGO005,adapted,Donor exposes proven KCP knobs; target centralizes them behind one bounded policy used by planner and real runtime.,Focused semantic link(s) plus base accountability.
kcp-go-master,crypt_test.go,d0ba11a53fa4a9ce4327d6ac5b70836775dc24e1fcd1c44fca3179b2b77e5097,9104,file,file,go,test,derived,,BASE05;KCPGO001;KCPGO005,adapted,Donor exposes proven KCP knobs; target centralizes them behind one bounded policy used by planner and real runtime.,Focused semantic link(s) plus base accountability.
kcp-go-master,entropy.go,b41553e00793f623d2761002b1585293d5176e839997618f9e375ad8c98a7f9c,4023,file,file,go,implementation,authoritative,,BASE05;KCPGO005,superseded,These useful internals remain owned by the pinned upstream KCP dependency; target consumes stable public session controls rather than copying implementation internals.,Focused semantic link(s) plus base accountability.
kcp-go-master,entropy_test.go,51d4bf557fc287d7fe8bc3abf7df3491ebce05a7068f793c51a1090d812c5f61,2422,file,file,go,test,derived,,BASE05;KCPGO005,superseded,These useful internals remain owned by the pinned upstream KCP dependency; target consumes stable public session controls rather than copying implementation internals.,Focused semantic link(s) plus base accountability.
kcp-go-master,examples/echo.go,3c5bac4bacff6aa5aa5df0075cf9a3d6034a4d471b306c588f7fd012c8d71238,1570,file,file,go,fixture,derived,,BASE05;KCPGO005,superseded,These useful internals remain owned by the pinned upstream KCP dependency; target consumes stable public session controls rather than copying implementation internals.,Focused semantic link(s) plus base accountability.
