record_id,donor,path,sha256,size_bytes,file_type,language,classification,authority_status,module_id,module_role,module_disposition,semantic_record_ids,notes,fourth_order_record_ids,current_resolution,review_rationale,review_status
SURF-aether-a83b91e85e48420f,Aether,quiche/Cargo.toml,0a5baed1a3c0fea71391ec895ff1af69f4d5ca067b5e73acc02773c3ea5ba564,2731,toml,toml,vendored,authoritative-or-review-required,quiche-workspace,transport-build,reference-only,SURF-aether-a83b91e85e48420f,n/a,n/a,reference-only-after-fourth-order-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-workspace. Workspace/build surfaces are donor packaging, not target semantics; dependency and build lessons are retained without importing the workspace.",reviewed
SURF-aether-4bc17af2b64c8b58,Aether,quiche/Cross.toml,95151a4f43c22216f8db19313d01d2a99b6dedffc4610be89ab059f91630e4c2,1377,toml,toml,vendored,authoritative-or-review-required,quiche-workspace,transport-build,reference-only,SURF-aether-4bc17af2b64c8b58,n/a,n/a,reference-only-after-fourth-order-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-workspace. Workspace/build surfaces are donor packaging, not target semantics; dependency and build lessons are retained without importing the workspace.",reviewed
SURF-aether-1bf923b555101427,Aether,quiche/Dockerfile,0cb4ed8fe07dcdb27acfe2f5daf6db81bf983d962aeb39d06b3e906fc16a5f73,1485,none,unknown,vendored,authoritative-or-review-required,quiche-workspace,transport-build,reference-only,SURF-aether-1bf923b555101427,n/a,n/a,reference-only-after-fourth-order-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-workspace. Workspace/build surfaces are donor packaging, not target semantics; dependency and build lessons are retained without importing the workspace.",reviewed
SURF-aether-d09533dedee5e673,Aether,quiche/Makefile,36a9e0e9c64b34a5a4647b3b38b02477167f4f97b25154476383fe4c4cc92b41,1612,none,unknown,vendored,authoritative-or-review-required,quiche-workspace,transport-build,reference-only,SURF-aether-d09533dedee5e673,n/a,n/a,reference-only-after-fourth-order-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-workspace. Workspace/build surfaces are donor packaging, not target semantics; dependency and build lessons are retained without importing the workspace.",reviewed
SURF-aether-b905ce2660b74802,Aether,quiche/README.md,b508071b040d926dbd06ef71535cb9d06e649dcbb317390bade2013449152b86,15440,md,markdown,vendored,authoritative-or-review-required,quiche-workspace,transport-build,reference-only,SURF-aether-b905ce2660b74802,n/a,n/a,reference-only-after-fourth-order-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-workspace. Workspace/build surfaces are donor packaging, not target semantics; dependency and build lessons are retained without importing the workspace.",reviewed
SURF-aether-09e1e3bbf64aa990,Aether,quiche/RELEASING.md,90e6f5565a16ea0900168f4cef33ad7bbaddecc68819f8f51f4f65529e2bab1b,4379,md,markdown,vendored,authoritative-or-review-required,quiche-workspace,transport-build,reference-only,SURF-aether-09e1e3bbf64aa990,n/a,n/a,reference-only-after-fourth-order-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-workspace. Workspace/build surfaces are donor packaging, not target semantics; dependency and build lessons are retained without importing the workspace.",reviewed
SURF-aether-b201a4325d011537,Aether,quiche/apps/Cargo.toml,0b223e3a75c90395bda2b7ab530e79a7074b831c4b6a87663e85f82c9656cf50,883,toml,toml,vendored,authoritative-or-review-required,quiche-apps,transport-tools,reference-only,SURF-aether-b201a4325d011537,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-apps. Examples/tools were reviewed for operational/test ideas but do not carry target runtime authority.,reviewed
SURF-aether-d36de6a3b9b18104,Aether,quiche/apps/run_endpoint.sh,ffc83fe044161aaee3a00ff1bd5131635231942c4de08a00e7706d78a6417d46,3743,sh,shell,vendored,authoritative-or-review-required,quiche-apps,transport-tools,reference-only,SURF-aether-d36de6a3b9b18104,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-apps. Examples/tools were reviewed for operational/test ideas but do not carry target runtime authority.,reviewed
SURF-aether-c6dbb58900bb691c,Aether,quiche/apps/src/args.rs,8636903fb8a8ecb51583c54f0894acec8441449443d65f4b30a42405fd3f82d9,20850,rs,rust,vendored,authoritative-or-review-required,quiche-apps,transport-tools,reference-only,SURF-aether-c6dbb58900bb691c,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-apps. Examples/tools were reviewed for operational/test ideas but do not carry target runtime authority.,reviewed
SURF-aether-9f4299bfc7d3dd1f,Aether,quiche/apps/src/bin/cert.crt,c199d3f0cf25086afa88bcac70495eed670177b64895f5fc4e4960dbe6419514,1302,crt,unknown,vendored,authoritative-or-review-required,quiche-apps,transport-tools,reference-only,SURF-aether-9f4299bfc7d3dd1f,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-apps. Examples/tools were reviewed for operational/test ideas but do not carry target runtime authority.,reviewed
SURF-aether-c7678d6d4aab772c,Aether,quiche/apps/src/bin/cert.key,33f78729d5dd4db51d65845db6dae1007ec4e6432b39b92fada3df894493f301,1708,key,unknown,vendored,authoritative-or-review-required,quiche-apps,transport-tools,reference-only,SURF-aether-c7678d6d4aab772c,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-apps. Examples/tools were reviewed for operational/test ideas but do not carry target runtime authority.,reviewed
SURF-aether-ecb68c08c0916ed8,Aether,quiche/apps/src/bin/quiche-client.rs,34eca668a4fe850af9bd731e54d0846ef1b420e035ae088c921cc2405ee132a6,2008,rs,rust,vendored,authoritative-or-review-required,quiche-apps,transport-tools,reference-only,SURF-aether-ecb68c08c0916ed8,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-apps. Examples/tools were reviewed for operational/test ideas but do not carry target runtime authority.,reviewed
SURF-aether-e1e811558d30c979,Aether,quiche/apps/src/bin/quiche-server.rs,33aabd66f702072d7b36af96600f7a04ce5c9c8dcf06c4d6faca99ac06d27f71,27276,rs,rust,vendored,authoritative-or-review-required,quiche-apps,transport-tools,reference-only,SURF-aether-e1e811558d30c979,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-apps. Examples/tools were reviewed for operational/test ideas but do not carry target runtime authority.,reviewed
SURF-aether-d1ce6ad51ed5a4d9,Aether,quiche/apps/src/client.rs,0030292e29c0d58d3a864f3a621c1162be9ed92d6452cb99a6064e45d70f0f96,19477,rs,rust,vendored,authoritative-or-review-required,quiche-apps,transport-tools,reference-only,SURF-aether-d1ce6ad51ed5a4d9,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-apps. Examples/tools were reviewed for operational/test ideas but do not carry target runtime authority.,reviewed
SURF-aether-b260dbe1516a8290,Aether,quiche/apps/src/common.rs,9a90ec0e8dd9028f0476c2216b8651a7c0aee8baccc445d506e0a1d6343d9e15,53144,rs,rust,vendored,authoritative-or-review-required,quiche-apps,transport-tools,reference-only,SURF-aether-b260dbe1516a8290,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-apps. Examples/tools were reviewed for operational/test ideas but do not carry target runtime authority.,reviewed
SURF-aether-be822ff14de4275d,Aether,quiche/apps/src/lib.rs,6aad2ffc25d7e220f0c82386c347bcb4c876a36ec90812d705c5663029cdea0c,1485,rs,rust,vendored,authoritative-or-review-required,quiche-apps,transport-tools,reference-only,SURF-aether-be822ff14de4275d,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-apps. Examples/tools were reviewed for operational/test ideas but do not carry target runtime authority.,reviewed
SURF-aether-6fd8ba6418ff4fef,Aether,quiche/apps/src/sendto.rs,a7db79940e974cb8cb8ebf41a32b6f84035d91cd745cb91dcb38ad167238fccc,4628,rs,rust,vendored,authoritative-or-review-required,quiche-apps,transport-tools,reference-only,SURF-aether-6fd8ba6418ff4fef,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-apps. Examples/tools were reviewed for operational/test ideas but do not carry target runtime authority.,reviewed
SURF-aether-c09f770b387ed138,Aether,quiche/buffer-pool/COPYING,45b2bafc18bc89f018b4c6d9fcd1b00bda4491cb75182fe1591cf8ae8c2fda4a,10,symlink,unknown,vendored,link-review-required,quiche-buffer-pool,resource-pooling,resolved-by-semantic-ledger,SURF-aether-c09f770b387ed138,symlink-target=../COPYING,n/a,resolved-live-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-buffer-pool. All semantic children re-evaluated against the frozen third-wave target: SEM072 -> hardened. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-f0235875fd47afbd,Aether,quiche/buffer-pool/Cargo.toml,b442b8598fcc582b6f90a27bfa410fbae5ffa318d56e21fb343c5ee7eacaa017,439,toml,toml,vendored,authoritative-or-review-required,quiche-buffer-pool,resource-pooling,resolved-by-semantic-ledger,SURF-aether-f0235875fd47afbd,n/a,n/a,resolved-live-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-buffer-pool. All semantic children re-evaluated against the frozen third-wave target: SEM072 -> hardened. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-3995b273f21d745c,Aether,quiche/buffer-pool/src/buffer.rs,c20975bef7c1710ad2c6656c0929c945593dd5041f74f1ee49fb2840a6e3a95e,6175,rs,rust,vendored,authoritative-or-review-required,quiche-buffer-pool,resource-pooling,resolved-by-semantic-ledger,SURF-aether-3995b273f21d745c,n/a,n/a,resolved-live-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-buffer-pool. All semantic children re-evaluated against the frozen third-wave target: SEM072 -> hardened. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-0c536a032bf64caa,Aether,quiche/buffer-pool/src/lib.rs,8c386bb8af44bb4458f3e08ddb7339681d11e3e1896deef71044fc9240f89712,16190,rs,rust,vendored,authoritative-or-review-required,quiche-buffer-pool,resource-pooling,resolved-by-semantic-ledger,SURF-aether-0c536a032bf64caa;SEM072,n/a,n/a,SEM072:hardened,Exact bytes remain pinned by SHA-256. Surface semantic children were independently re-evaluated (SEM072:hardened); remaining content was reviewed under module quiche-buffer-pool without granting module-shaped authority.,reviewed
SURF-aether-abf2039aeb73340b,Aether,quiche/buffer-pool/src/raw_pool_buf_io.rs,9876513c296cc485e1be57240adf2241d8656a2d52bc4c19e57d586296de9dd9,2928,rs,rust,vendored,authoritative-or-review-required,quiche-buffer-pool,resource-pooling,resolved-by-semantic-ledger,SURF-aether-abf2039aeb73340b,n/a,n/a,resolved-live-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-buffer-pool. All semantic children re-evaluated against the frozen third-wave target: SEM072 -> hardened. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-29c9a67fbfa6bc5e,Aether,quiche/catalog-info.yaml,87db2c7d84af4198e14a8bf64d6ddfec86a698dd8c8ee505c4b465a70e59dd0c,621,yaml,yaml,vendored,authoritative-or-review-required,quiche-workspace,transport-build,reference-only,SURF-aether-29c9a67fbfa6bc5e,n/a,n/a,reference-only-after-fourth-order-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-workspace. Workspace/build surfaces are donor packaging, not target semantics; dependency and build lessons are retained without importing the workspace.",reviewed
SURF-aether-575d80430f540022,Aether,quiche/clippy.toml,49d02e557b7afd7d9a011dfc89157257341d97c043be4eb8496109bbe6db515f,37,toml,toml,vendored,authoritative-or-review-required,quiche-workspace,transport-build,reference-only,SURF-aether-575d80430f540022,n/a,n/a,reference-only-after-fourth-order-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-workspace. Workspace/build surfaces are donor packaging, not target semantics; dependency and build lessons are retained without importing the workspace.",reviewed
SURF-aether-c86358f4d3c942f8,Aether,quiche/datagram-socket/AGENTS.md,c242c68b5c5bc4f0a19b57df03ebd8454a2612613d2999b4e101b86978b21863,3214,md,markdown,vendored,authoritative-or-review-required,quiche-datagram-socket,transport-datagram,reference-only,SURF-aether-c86358f4d3c942f8,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-datagram-socket. All semantic children re-evaluated against the frozen third-wave target: SEM075 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-b6db38463567af5f,Aether,quiche/datagram-socket/COPYING,45b2bafc18bc89f018b4c6d9fcd1b00bda4491cb75182fe1591cf8ae8c2fda4a,10,symlink,unknown,vendored,link-review-required,quiche-datagram-socket,transport-datagram,reference-only,SURF-aether-b6db38463567af5f,symlink-target=../COPYING,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-datagram-socket. All semantic children re-evaluated against the frozen third-wave target: SEM075 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-601bd830422bd1eb,Aether,quiche/datagram-socket/Cargo.toml,c95ec95f5cbbce1b6923fb4484654634aa512f84080284ec64b5070d3b2fc16c,588,toml,toml,vendored,authoritative-or-review-required,quiche-datagram-socket,transport-datagram,reference-only,SURF-aether-601bd830422bd1eb,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-datagram-socket. All semantic children re-evaluated against the frozen third-wave target: SEM075 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-e0e4300867e47906,Aether,quiche/datagram-socket/src/buffer.rs,478111c51ecdb6ce9c44f99b71f26b6fa7f6043faed72e12b1214dc086feace3,14705,rs,rust,vendored,authoritative-or-review-required,quiche-datagram-socket,transport-datagram,reference-only,SURF-aether-e0e4300867e47906,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-datagram-socket. All semantic children re-evaluated against the frozen third-wave target: SEM075 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
