wave,record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
post-refactor-4d,PR141-M0037,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: _locales/nl,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,_locales/nl/messages.json,c9f591ce59735df97457d3cde775d4a9af314597e0d456a5da3d378bd123dafb,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0038,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: _locales/pt_BR,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,_locales/pt_BR/messages.json,940cc888eb2c3af652bb7dd56e4bb1f084b756dccee28b0b63f10350911c4385,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0039,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: _locales/ru,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,_locales/ru/messages.json,23090d636611caf4ce0fdb4f4a4d001e82a8d40654389ef245ba9ac0712c4828,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0040,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: _locales/sv,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,_locales/sv/messages.json,41a48f54c79d97ada8dcaa0b2d79cd61906a15bacc5e0d98b2c39715bfd2183d,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0041,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: _locales/vi,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,_locales/vi/messages.json,3bafa8fa0aa0df9a3854014fe6e9595dfccdc2a63430d0a8234cb5ffd8b8a95d,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0042,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: _locales/zh_CN,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,_locales/zh_CN/messages.json,88e791646358e23119a36f4012b5222bb3efe8f13aa93057685491f9b0e28853,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0043,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: cdk,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,cdk/cdk.json,c47d164e8d97c67713f3ecb0123818f96f49604bf4bda2446237617fb824e423,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0044,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: safari,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,safari/Gemfile.lock,6e287330f24cb956699c4c61a153a4aa01ade90d2e310c452972b7a0054b9463,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0045,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: safari/GeoSpoof Widget,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,safari/GeoSpoof Widget/Assets.xcassets/AccentColor.colorset/Contents.json,9af65086fa30b49252fae1a1225731691de794f7775af74d71befeb507d12b7c,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0046,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: safari/Shared (App),recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,safari/Shared (App)/Assets.xcassets/AccentColor.colorset/Contents.json,50793628de301f87676e0cbda8ceae45c60a8de4c827e3c702fa720efa31a27c,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0047,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: site,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,site/.cta.json,5fa5224dd28499a170dd8462ef531dab33382945f63545bfb34f1e33429b2bf4,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
