donor,path,sha256,size_bytes,mode,classification,authority,module,extension,semantic_record_ids,post_refactor_232_review,post_refactor_232_disposition,notes
outline-client,resources/splashscreen/android/splashscreen_xxxhdpi.png,b9315e59c7d4ed9c7f3d8d6dcedebfce8284aef88c9f4bec4b80a0bb09fd6cb2,41186,0o644,media,derived,resources,.png,PR232-F00087;PR232-M0029,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,resources/splashscreen/ios/splashscreen@2x~universal~anyany.png,7494d0bc9e9cec16d7c61c1c70266282b54c07c2f99917f8e84376179c15bb1d,17107,0o644,media,derived,resources,.png,PR232-F00088;PR232-M0029,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,resources/tray/connected.png,ef7ddf8ac1b2d51c021fe8180609845b4cb25d60ed0dba784991916ef1bb780d,19156,0o644,media,derived,resources,.png,PR232-F00089;PR232-M0029,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,resources/tray/disconnected.png,9867ec2801ff20726dd8de030fafea2f0d889a551e9354aae48b588e1e4bc9d3,19923,0o644,media,derived,resources,.png,PR232-F00090;PR232-M0029,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/build/download_file.mjs,b62d8101f6ec94c27e2ebc8af00217389cb9e623109232062eb0856745a9fd7d,1401,0o644,operational,authoritative,src/build,.mjs,PR232-F00091;PR232-M0030,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/build/get_build_parameters.mjs,202591a9ac0fe13fcad4ddf31eb0a3a52c15ec2e8063dc8e3229b50b397bee19,1861,0o644,operational,authoritative,src/build,.mjs,PR232-F00092;PR232-M0030,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/build/get_file_checksum.mjs,bbbf9433c455921e3ed59488d421a91bac39d499b8be6c0715ddb21d041eba39,1530,0o644,operational,authoritative,src/build,.mjs,PR232-F00093;PR232-M0030,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/build/get_root_dir.mjs,8b48afab8be5b43bf0c659498ee4093aa014d8609fcdcc195ea621e07248a426,862,0o644,operational,authoritative,src/build,.mjs,PR232-F00094;PR232-M0030,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/build/get_webpack_build_mode.mjs,df509d6eb300d672914ff81a9fff9a69117b3a54e39f3e8b93b1a024857da07b,1003,0o644,operational,authoritative,src/build,.mjs,PR232-F00095;PR232-M0030,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/build/run_action.mjs,588a9a2596c877f0a678f81b3d5e5414cdff58509b34b9dfff5eb10e15163e2d,4727,0o644,operational,authoritative,src/build,.mjs,PR232-F00096;PR232-M0030,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/build/run_webpack.mjs,8cfb091673e095fdc01d0a52710ef280e5a3191b37e3729c8ede23c9ad5c51aa,1142,0o644,operational,authoritative,src/build,.mjs,PR232-F00097;PR232-M0030,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/build/spawn_stream.mjs,5ef59a52b0e46fc5afe75178bc414f17acb70c958a1adb6825d3a3778509c208,1956,0o644,operational,authoritative,src/build,.mjs,PR232-F00098;PR232-M0030,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/.gitignore,703238443066325af08e3868d1e4b571a633baf68fcc93e323f0066999a97e1b,225,0o644,repository-administration,authoritative,src/cordova,n/a,PR232-F00099;PR232-M0031,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/build.gradle,5c40ca8f46868ba5e1517835412b34f2284c3c33a176629f9fdeea51f2e260d2,254,0o644,configuration,authoritative,src/cordova,.gradle,PR232-F00100;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/gradle.properties,8e23982b54de00b8b69584b1852e8733cca0d1be64e4dc7f83a5cb354e338578,1267,0o644,configuration,authoritative,src/cordova,.properties,PR232-F00101;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/gradle/wrapper/gradle-wrapper.jar,e996d452d2645e70c01c11143ca2d3742734a28da2bf61f25c82bdc288c9e637,59203,0o644,generated,derived,src/cordova,.jar,PR232-F00102;PR232-M0031,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/gradle/wrapper/gradle-wrapper.properties,7bf630b668f2d0c33610a12c49147f8adb89c331fbbddc5e2d708c9ae8def846,230,0o644,configuration,authoritative,src/cordova,.properties,PR232-F00103;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/gradlew,63135287117a1e6d12c84580f1f49c61d1ba02218ecd28660605e97f976e7d65,5766,0o755,script,authoritative,src/cordova,n/a,PR232-F00104;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/gradlew.bat,af835f98787e9269af5a046edcb821a592fed372139df7b947b471a63cfc236b,2763,0o644,script,authoritative,src/cordova,.bat,PR232-F00105;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/outline/.gitignore,5c3174b74edc6f2b9e0743594b8bd3c7f31e4f4405758cc9872b3fe1de1d28b4,6,0o644,repository-administration,authoritative,src/cordova,n/a,PR232-F00106;PR232-M0031,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/outline/build.gradle,ab844004f2f5215f4e4635db05f362d350a675967285964a2a1e3df85b058c7d,1548,0o644,configuration,authoritative,src/cordova,.gradle,PR232-F00107;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/outline/consumer-rules.pro,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0o644,operational,authoritative,src/cordova,.pro,PR232-F00108;PR232-M0031,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/outline/proguard-rules.pro,56fd960cf225f6ca40f982b13a5dbb0d8bc3dfde13ff76422825c6070d0a1890,750,0o644,operational,authoritative,src/cordova,.pro,PR232-F00109;PR232-M0031,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/outline/src/androidTest/java/org/outline/vpn/VpnTunnelStoreTest.java,cdbeccf7b59db92257fe7f3bf15e7ddf10d8a7dd95c3fec94e763ef14465cf69,2256,0o644,test,authoritative,src/cordova,.java,PR232-F00110;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/outline/src/main/AndroidManifest.xml,908f0bbe3668fb63e029e2ed91de39350dc60fd54aaafbee342af94316c2e1b9,388,0o644,configuration,authoritative,src/cordova,.xml,PR232-F00111;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/outline/src/main/aidl/org/outline/IVpnTunnelService.aidl,72c1736aa0f3b34d063038c61186097a9747ff1c634a18b4fb2baff7fb09ec63,2466,0o644,operational,authoritative,src/cordova,.aidl,PR232-F00112;PR232-M0031,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/outline/src/main/aidl/org/outline/TunnelConfig.aidl,884e76a38d3fa2cf3592f52e3f41254d289e6a8137212f0eb0f2aebb735f6f5c,754,0o644,operational,authoritative,src/cordova,.aidl,PR232-F00113;PR232-M0031,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/outline/src/main/aidl/org/outline/shadowsocks/ShadowsocksConfig.aidl,c230e43e8436f3b431fa944fb4049b1d74502fddd2d37aaaf02431b40035468e,755,0o644,operational,authoritative,src/cordova,.aidl,PR232-F00114;PR232-M0031,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/outline/src/main/java/org/outline/log/OutlineLogger.java,74949f921b7c86822c26066bd46a97b5baa63f40e1c4027a044fcc24027794c1,3769,0o644,implementation,authoritative,src/cordova,.java,PR232-F00115;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/outline/src/main/java/org/outline/log/SentryErrorReporter.java,685937046822db6028553625e62d8a01760c1e7fe251ce3dd720d2a57411d7f0,8169,0o644,implementation,authoritative,src/cordova,.java,PR232-F00116;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/outline/src/main/java/org/outline/vpn/VpnServiceStarter.java,9d3ab52f64785dd5f6c301a27708b737014bbede0c210f7377353b07f96c25bb,1667,0o644,implementation,authoritative,src/cordova,.java,PR232-F00117;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/outline/src/main/java/org/outline/vpn/VpnTunnel.java,f0d856afa70eeea9dd5a07089b7a8a27c62b80639c3dbf13dd6fce38ee88d451,7767,0o644,implementation,authoritative,src/cordova,.java,PR232-F00118;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/outline/src/main/java/org/outline/vpn/VpnTunnelService.java,4052fdd496362c8de09ccd62bbd7665ef8ae9472615f2e0bc7919cd94103c5ec,24322,0o644,implementation,authoritative,src/cordova,.java,PR232-F00119;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/outline/src/main/java/org/outline/vpn/VpnTunnelStore.java,a4b9b7ecbf522aae3eb03efd37261029c21fbdc6e8910653a0ed550fa0c7827b,3079,0o644,implementation,authoritative,src/cordova,.java,PR232-F00120;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/outline/src/test/java/org/outline/vpn/VpnTunnelTest.java,843c1f40992abf70ac6a5edb8bbf7d3db9e5a1617b4193c3e0f72271b2b65e34,864,0o644,test,authoritative,src/cordova,.java,PR232-F00121;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/OutlineAndroidLib/settings.gradle,90d190b2968a5ce5979b5560f84952553f7716dea0851ce015e3b2bbfca0dbe8,344,0o644,configuration,authoritative,src/cordova,.gradle,PR232-F00122;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/README.md,c7c358c80cc38f9a0a49b4a82a048150c041c3a1f0d2b7eaf74be433c8894cf2,3741,0o644,documentation,authoritative,src/cordova,.md,PR232-F00123;PR232-M0031,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/android/get_native_locale.mjs,311d13ea5602886f9f7052b0fbf9dd5fdd0b23c0cf860d46d27532e937d4b1bc,820,0o644,operational,authoritative,src/cordova,.mjs,PR232-F00124;PR232-M0031,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/apple/OutlineAppleLib/.gitignore,73c27b287c20c55f1aa44fa35ed77ffd85e661078264fa46e3e7b9349577d952,197,0o644,repository-administration,authoritative,src/cordova,n/a,PR232-F00125;PR232-M0031,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/cordova/apple/OutlineAppleLib/Package.swift,168b353c345f1863cd389be7f545050d78296c493f94d1b8ff7f9ad2cbc59409,2967,0o644,implementation,authoritative,src/cordova,.swift,PR232-F00126;PR232-M0031,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
