donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,notes
luminet-baseline-d73453f,server/internal/proxy/geosite_routing_matcher.go,7c8facb577cdb4f61694809def5b9f6a6be9901d5f0c7f008e37a2f55dc64041,1489,regular,go,implementation,historical-authoritative,HVC-GEOSITE-001,Dynamic override value promoted to internal/domainrouting; proxy surface retained as facade.
luminet-baseline-d73453f,server/internal/proxy/voidtunnel_manager_linux.go,cff2eb6208c613e50906c3c278a07b17873f7e0ec8fb3abf9780fbc194bc551a,317,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-VOIDTUNNEL-MANAGER-LINUX-CFF2EB62,Promoted to governed labs surface at labs/daemon/proxy/voidtunnel_manager_linux.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/voidtunnel_manager_other.go,670eaa7d3441624304109bb62822af9e1a5c41a691cc8f73c4085f8c8cf2dacb,65,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-VOIDTUNNEL-MANAGER-OTHER-670EAA7D,Promoted to governed labs surface at labs/daemon/proxy/voidtunnel_manager_other.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/voidtunnel_manager_test.go,e6cef1afd78f73bc851bfb176e9d5d34b36beb2f3a3eb928eea9ffcccd653414,1894,regular,go,test,lab-non-authoritative,HVC-LAB-W21-VOIDTUNNEL-MANAGER-DFB2CB4F,Promoted to governed labs surface at labs/daemon/proxy/voidtunnel_manager_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/xhttp_relay.go,d630d81c7cd4780004024e060d282ffe0ab81b2274a3759be632d4df8fe3ca7a,1857,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-XHTTP-RELAY-D630D81C,Promoted to governed labs surface at labs/daemon/proxy/xhttp_relay.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/xhttp_relay_vercel.go,fcb678dbc82179eecd92135fc76ed2584fbb308b20a54621641a0519755c1723,990,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-XHTTP-RELAY-VERCEL-FCB678DB,Promoted to governed labs surface at labs/daemon/proxy/xhttp_relay_vercel.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/xray_core.go,365c4624fb315ea32038d34ed98a939c9ef762330aad40c66ebde377442ac919,1630,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-XRAY-CORE-365C4624,Promoted to governed labs surface at labs/daemon/proxy/xray_core.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/xui_panel_manager.go,a4cdf991857676b610a675ac757f64d1645f4e50e3773ded89b4c5da3cf06859,2165,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-XUI-PANEL-MANAGER-A4CDF991,Promoted to governed labs surface at labs/daemon/proxy/xui_panel_manager.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/xui_pro.go,d6463d3ffcfb2a54bb5876283143e49f7eedacc10270a1f621c26bc846e6d459,759,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-XUI-PRO-D6463D3F,Promoted to governed labs surface at labs/daemon/proxy/xui_pro.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/parser_anytls.go,fdaabb600c1839417f00496a92ed3cc827538c07913a4a022470b7165feb0b42,1267,regular,go,implementation,superseded-exact-duplicate,HVC-PARSER-DUP-ANYTLS,Retired after normalized byte-equivalence proof against apps/daemon/internal/proxyconfig/parser_anytls.go.
luminet-baseline-d73453f,server/internal/proxy/parser_dnstt.go,a6db40fbe4e91e5d892bd1f5fc77a31f84f4b0bae615d0c99a027fc766091d21,1274,regular,go,implementation,superseded-exact-duplicate,HVC-PARSER-DUP-DNSTT,Retired after normalized byte-equivalence proof against apps/daemon/internal/proxyconfig/parser_dnstt.go.
luminet-baseline-d73453f,server/internal/proxy/parser_hy2.go,cc18e37caad5ef0654f9f0696a667b1c46b4c822b04de7d2a0e3cab1c5ca1e0a,1508,regular,go,implementation,superseded-exact-duplicate,HVC-PARSER-DUP-HY2,Retired after normalized byte-equivalence proof against apps/daemon/internal/proxyconfig/parser_hy2.go.
luminet-baseline-d73453f,server/internal/proxy/parser_juicity.go,aa0805a2bfed1027b6018ebe201d7e3b957cfc7155f5f56aced3c0b87be9faba,1699,regular,go,implementation,superseded-exact-duplicate,HVC-PARSER-DUP-JUICITY,Retired after normalized byte-equivalence proof against apps/daemon/internal/proxyconfig/parser_juicity.go.
luminet-baseline-d73453f,server/internal/proxy/parser_kcp.go,05e47d846f174d38cd052d8bb3c0187189a8941f930d42ac87fd8d4d26f089a6,1869,regular,go,implementation,superseded-exact-duplicate,HVC-PARSER-DUP-KCP,Retired after normalized byte-equivalence proof against apps/daemon/internal/proxyconfig/parser_kcp.go.
luminet-baseline-d73453f,server/internal/proxy/parser_naive.go,cfe9d6a7643ac372f2d76f45b09b8330e870f8efd16882535a90a3c07d59b260,1153,regular,go,implementation,superseded-exact-duplicate,HVC-PARSER-DUP-NAIVE,Retired after normalized byte-equivalence proof against apps/daemon/internal/proxyconfig/parser_naive.go.
luminet-baseline-d73453f,server/internal/proxy/parser_nipo.go,bb8f3d47e17b8f92b5c3ee4985ac34a8bb9e49954db50da0a6e0a4a1e6371451,3447,regular,go,implementation,superseded-exact-duplicate,HVC-PARSER-DUP-NIPO,Retired after normalized byte-equivalence proof against apps/daemon/internal/proxyconfig/parser_nipo.go.
luminet-baseline-d73453f,server/internal/proxy/parser_ss.go,141664601052ffd1e46cba767ecb0ccc82a3e7599faafb4609c0218746ea963e,5012,regular,go,implementation,superseded-exact-duplicate,HVC-PARSER-DUP-SS,Retired after normalized byte-equivalence proof against apps/daemon/internal/proxyconfig/parser_ss.go.
luminet-baseline-d73453f,server/internal/proxy/parser_trojan.go,8d06ebf58c3b47601cb08ba804f6f41d578e7a777d8dcdb08504e625b2735fac,1132,regular,go,implementation,superseded-exact-duplicate,HVC-PARSER-DUP-TROJAN,Retired after normalized byte-equivalence proof against apps/daemon/internal/proxyconfig/parser_trojan.go.
luminet-baseline-d73453f,server/internal/proxy/parser_tuic.go,7cec5abd404f0bf8a952c4d05ba4c8e1cebeeec9e918839f5bd259ea4ca8e851,1119,regular,go,implementation,superseded-exact-duplicate,HVC-PARSER-DUP-TUIC,Retired after normalized byte-equivalence proof against apps/daemon/internal/proxyconfig/parser_tuic.go.
luminet-baseline-d73453f,server/internal/proxy/parser_vless.go,231897d5754124499937bb8174ee218fbb677c28ec3b412580dd3197197a69bc,3299,regular,go,implementation,superseded-exact-duplicate,HVC-PARSER-DUP-VLESS,Retired after normalized byte-equivalence proof against apps/daemon/internal/proxyconfig/parser_vless.go.
luminet-baseline-d73453f,server/internal/proxy/parser_vmess.go,0ee820f60752297385d92cce252821eb674b0096de7602ca93bb68818936a65f,2206,regular,go,implementation,superseded-exact-duplicate,HVC-PARSER-DUP-VMESS,Retired after normalized byte-equivalence proof against apps/daemon/internal/proxyconfig/parser_vmess.go.
luminet-baseline-d73453f,server/internal/proxy/parser_wg.go,1756d914e6f34a449be040b13c71db4b628cebecd674b275d4ee7e6d6f4ec115,4993,regular,go,implementation,superseded-exact-duplicate,HVC-PARSER-DUP-WG,Retired after normalized byte-equivalence proof against apps/daemon/internal/proxyconfig/parser_wg.go.
luminet-historical-evidence-8a2dc2a,docs/porting/archive/LumiNet_Master_Porting_Compendium.md,31ed572420921fa64fd772b8af1ca3089e6875a685d937b434740acf130d802e,249095,regular,md,documentation,reference-only,HVC-PORTING-REF-151531AA,"Unique historical porting, provenance, implementation, or design detail remains useful for future targeted extraction; retained as non-authoritative reference evidence."
luminet-historical-evidence-8a2dc2a,docs/porting/archive/LumiNet_Porting_Investigation_Report.md,c5a41acce08b9b2e2990a993c0fc924f9c45cf9670db4f6916fa2e8c6ce9362f,140047,regular,md,documentation,reference-only,HVC-PORTING-REF-12192216,"Unique historical porting, provenance, implementation, or design detail remains useful for future targeted extraction; retained as non-authoritative reference evidence."
luminet-historical-evidence-8a2dc2a,docs/porting/archive/PORTING_CATALOG.md,0303ac1e44fa9dc8944aa098e4292ce7ded9a0d8f6b45627f50ab3770d16e270,68962,regular,md,documentation,reference-only,HVC-PORTING-REF-09BDAC5E,"Unique historical porting, provenance, implementation, or design detail remains useful for future targeted extraction; retained as non-authoritative reference evidence."
luminet-historical-evidence-8a2dc2a,docs/porting/archive/Tor_Porting_Investigation_Report.md,f2dfc69b276118bd36f53df575ee0844311fad0fae02682965efcc726c18b996,10277,regular,md,documentation,reference-only,HVC-PORTING-REF-8806CE5F,"Unique historical porting, provenance, implementation, or design detail remains useful for future targeted extraction; retained as non-authoritative reference evidence."
luminet-historical-evidence-8a2dc2a,docs/porting/archive/legacy-client-ui/components/NodeGlobe.tsx,6776b031bc9aa9876d4d5bfa5ecc38c9264b6c50c544206bd93a68501944cab3,3311,regular,tsx,ui-or-product,lab-reference-non-authoritative,HVC-PORTING-REF-51928A97,"Promoted byte-identically to labs/desktop/legacy-client-ui/NodeGlobe.tsx; governed Desktop Labs reference, outside supported frontend build."
luminet-historical-evidence-8a2dc2a,docs/porting/archive/legacy-client-ui/components/VantaBackground.tsx,d65a1110a4e16c8d7ca567988a30c92c801bf1b86e0a40c46d15c636ef7c0e8e,1527,regular,tsx,ui-or-product,lab-reference-non-authoritative,HVC-PORTING-REF-38056DD0,"Promoted byte-identically to labs/desktop/legacy-client-ui/VantaBackground.tsx; governed Desktop Labs reference, outside supported frontend build."
luminet-historical-evidence-8a2dc2a,docs/porting/archive/legacy-client-ui/styles/design-tokens.css,3b560c12aada66d253132075b23ea6fd50f571ccbb0c63251444229dc1fb7029,666,regular,css,ui-or-product,lab-reference-non-authoritative,HVC-PORTING-REF-52B258D5,"Promoted byte-identically to labs/desktop/legacy-client-ui/design-tokens.css; governed Desktop Labs reference, outside supported frontend build."
luminet-historical-evidence-8a2dc2a,docs/porting/archive/legacy-client-ui/styles/glassmorphism.css,634b8f51be7c49c0ce3f2aa7f7213e70973cf9bf9629f3d37000575db18c4d72,1067,regular,css,ui-or-product,lab-reference-non-authoritative,HVC-PORTING-REF-C8077BDF,"Promoted byte-identically to labs/desktop/legacy-client-ui/glassmorphism.css; governed Desktop Labs reference, outside supported frontend build."
luminet-historical-evidence-8a2dc2a,docs/porting/archive/porting_progress.json,a75b74e27975baa52aeebfa17a5b3a65fa825b8e8d8cc85e693046c66a7a0a20,17494,regular,json,documentation,reference-only,HVC-PORTING-REF-69D19876,"Unique historical porting, provenance, implementation, or design detail remains useful for future targeted extraction; retained as non-authoritative reference evidence."
luminet-historical-evidence-8a2dc2a,docs/excluded/dns_scanner.md,7395e89d4aae352f9c12b54af1720fcb9377c3cfdfcb580904b1480ac1332b97,203,regular,md,documentation,reference-only,HVC-EXCLUDED-REF-0F39491D,The exclusion/review rationale and peer observations remain useful counterexample or future primitive evidence even though the whole mechanism is not live.
luminet-historical-evidence-8a2dc2a,docs/excluded/freenet_git.md,e2791abd21d88bdb422ad4c159d711a67a2c340c2ac7328e0f17631a9907a7e1,179,regular,md,documentation,reference-only,HVC-EXCLUDED-REF-FDD8C41B,The exclusion/review rationale and peer observations remain useful counterexample or future primitive evidence even though the whole mechanism is not live.
luminet-historical-evidence-8a2dc2a,docs/excluded/freenet_p2p.md,40910650c42c37fe74fe1066cbe3b064e937bdee3fdd32a3bdbc3420069a817f,217,regular,md,documentation,reference-only,HVC-EXCLUDED-REF-D11F533C,The exclusion/review rationale and peer observations remain useful counterexample or future primitive evidence even though the whole mechanism is not live.
luminet-historical-evidence-8a2dc2a,docs/excluded/mihomo.md,4770511735c609a83709927383ac05128d7207e00b0d8450531eb69a3bc175e6,201,regular,md,documentation,reference-only,HVC-EXCLUDED-REF-08453991,The exclusion/review rationale and peer observations remain useful counterexample or future primitive evidence even though the whole mechanism is not live.
luminet-historical-evidence-8a2dc2a,docs/excluded/multinode_processor.md,a79d36e9d6af69cb52252ad8729708e31e12646f4355b16d30625aa6c250d401,184,regular,md,documentation,reference-only,HVC-EXCLUDED-REF-B70A2355,The exclusion/review rationale and peer observations remain useful counterexample or future primitive evidence even though the whole mechanism is not live.
luminet-historical-evidence-8a2dc2a,docs/excluded/nahan1_worker.md,14394096d202e8d80eebc40171faa423f9dedecbf4d19856f146db5a9b4e111e,2162,regular,md,documentation,reference-only,HVC-EXCLUDED-REF-053DC38B,The exclusion/review rationale and peer observations remain useful counterexample or future primitive evidence even though the whole mechanism is not live.
luminet-historical-evidence-8a2dc2a,docs/excluded/netflow.md,75dee9feaf19eeb0f0091ab6307462fa02515a0a0285b5096dcab6e454a10824,176,regular,md,documentation,reference-only,HVC-EXCLUDED-REF-F695CB5D,The exclusion/review rationale and peer observations remain useful counterexample or future primitive evidence even though the whole mechanism is not live.
luminet-historical-evidence-8a2dc2a,docs/excluded/node_http_mitm.md,01306437862c3d12586e43d9f7f12fab5fba059df2dafd2a80f743a0c309997a,167,regular,md,documentation,reference-only,HVC-EXCLUDED-REF-47C4E4BE,The exclusion/review rationale and peer observations remain useful counterexample or future primitive evidence even though the whole mechanism is not live.
luminet-historical-evidence-8a2dc2a,docs/excluded/panel_docusaurus.md,33fe8c45f4e503e4abbd9f0e79e964ff4356cd0a61aba4311e76f52a886017c5,141,regular,md,documentation,reference-only,HVC-EXCLUDED-REF-EB5E646E,The exclusion/review rationale and peer observations remain useful counterexample or future primitive evidence even though the whole mechanism is not live.
luminet-historical-evidence-8a2dc2a,docs/excluded/proxy_yoinker.md,e71f830dc543da219e39168a498d3b423e814e04d577f95346e082c5839c7565,156,regular,md,documentation,reference-only,HVC-EXCLUDED-REF-0EDEED1D,The exclusion/review rationale and peer observations remain useful counterexample or future primitive evidence even though the whole mechanism is not live.
luminet-historical-evidence-8a2dc2a,docs/excluded/tailscale_tizen.md,a9c089602c041a07e359024c69d3ea4da42aaade936de04572b36ba23ca97010,168,regular,md,documentation,reference-only,HVC-EXCLUDED-REF-E1373983,The exclusion/review rationale and peer observations remain useful counterexample or future primitive evidence even though the whole mechanism is not live.
luminet-historical-evidence-8a2dc2a,docs/excluded/terraform_tailscale.md,159fcdd00e8e299f612714a2b9fe71c8fef82d5d36a4a8072bc38f25ca5b9ff9,198,regular,md,documentation,reference-only,HVC-EXCLUDED-REF-CE351244,The exclusion/review rationale and peer observations remain useful counterexample or future primitive evidence even though the whole mechanism is not live.
luminet-historical-evidence-8a2dc2a,docs/excluded/v2ray_client.md,fc7f8dd3e586636b2becd04fb7ca14177ebaa6711e9805955d9326a5153a961b,1604,regular,md,documentation,reference-only,HVC-EXCLUDED-REF-83158675,The exclusion/review rationale and peer observations remain useful counterexample or future primitive evidence even though the whole mechanism is not live.
luminet-historical-evidence-8a2dc2a,docs/excluded/v2ray_for_doprax.md,1f721a5027c8875dae83289b65a7dcac878c6267eeca2e25a19d861a0e5ed6ec,816,regular,md,documentation,reference-only,HVC-EXCLUDED-REF-C0E854D2,The exclusion/review rationale and peer observations remain useful counterexample or future primitive evidence even though the whole mechanism is not live.
luminet-historical-evidence-8a2dc2a,docs/excluded/v2ray_rules_dat.md,05050917f55ae7fd3724ba8580429dc674073073a542903e6debb274c3b495d8,222,regular,md,documentation,reference-only,HVC-EXCLUDED-REF-A33C37D2,The exclusion/review rationale and peer observations remain useful counterexample or future primitive evidence even though the whole mechanism is not live.
luminet-baseline-d73453f,mobile/android/incubator/DefaultNetworkListener.kt,92db436fc7b492648d3da0385f06728a1fda7961881cb7ca777e89b338c88c0b,7007,regular,kotlin,implementation,lab-non-authoritative,HVC-ANDROID-LAB-DEFAULTNETWORKLISTENER,Promoted byte-identically from Android incubator to governed non-compiled labs surface.
luminet-baseline-d73453f,mobile/android/incubator/netgovpn_client.kt,d87696d5a866de181c9469f0bfc917b231d90657e6231e153a4f22f9bf85d805,276,regular,kotlin,implementation,lab-non-authoritative,HVC-ANDROID-LAB-NETGOVPN-CLIENT,Promoted byte-identically from Android incubator to governed non-compiled labs surface.
luminet-baseline-d73453f,mobile/android/incubator/okhttp_doh_client.kt,57822b48b1ebad3772c3766bf84a91a1f2dafa59afb9feadffe9e29a70601a79,302,regular,kotlin,implementation,lab-non-authoritative,HVC-ANDROID-LAB-OKHTTP-DOH-CLIENT,Promoted byte-identically from Android incubator to governed non-compiled labs surface.
luminet-baseline-d73453f,mobile/android/incubator/plugin_system.kt,0b8a80aad945002e3b05475aa937f89bba4ce4808e660c65024afd0b8ad3118b,309,regular,kotlin,implementation,lab-non-authoritative,HVC-ANDROID-LAB-PLUGIN-SYSTEM,Promoted byte-identically from Android incubator to governed non-compiled labs surface.
luminet-baseline-d73453f,mobile/android/incubator/qtun_service.kt,8beb1ad1af6d399d4a549fb8a675e27988a5a3027e09f7a6c8c7cee7bec59dcd,272,regular,kotlin,implementation,lab-non-authoritative,HVC-ANDROID-LAB-QTUN-SERVICE,Promoted byte-identically from Android incubator to governed non-compiled labs surface.
luminet-baseline-d73453f,mobile/android/incubator/rethink_dns.kt,398d4e7769013b23011981d0abd030b61272be191b50c6e511b02150c9796495,286,regular,kotlin,implementation,lab-non-authoritative,HVC-ANDROID-LAB-RETHINK-DNS,Promoted byte-identically from Android incubator to governed non-compiled labs surface.
luminet-baseline-d73453f,mobile/android/incubator/sagernet_profiles.kt,f369a5fdd515225f49921d68e4811b4a9288e73108d0d2cddf5b21833d2212a1,291,regular,kotlin,implementation,lab-non-authoritative,HVC-ANDROID-LAB-SAGERNET-PROFILES,Promoted byte-identically from Android incubator to governed non-compiled labs surface.
luminet-baseline-d73453f,mobile/android/incubator/simple_obfs.java,f1c83d26ec8426ebd3bafdbb0d92675b1d746fa9a0c26e38c84e1269330a57f4,291,regular,java,implementation,lab-non-authoritative,HVC-ANDROID-LAB-SIMPLE-OBFS,Promoted byte-identically from Android incubator to governed non-compiled labs surface.
luminet-baseline-d73453f,mobile/android/incubator/tailscale_vpn.kt,c927e437834022598cc4d299646362834a1b6e0afbcd3461bd0dc6a080d32c66,290,regular,kotlin,implementation,lab-non-authoritative,HVC-ANDROID-LAB-TAILSCALE-VPN,Promoted byte-identically from Android incubator to governed non-compiled labs surface.
luminet-baseline-d73453f,mobile/android/incubator/vpn_engine.kt,6a654c30c2f69087d57e4e0648df9051ffaa23ca3bc8a51ffa3b7ab017ad8e31,295,regular,kotlin,implementation,lab-non-authoritative,HVC-ANDROID-LAB-VPN-ENGINE,Promoted byte-identically from Android incubator to governed non-compiled labs surface.
luminet-baseline-d73453f,mobile/android/incubator/vpn_profiles.kt,bee2bc72395791d501df2ced1c71de8f8a52958ab0aced4c4cf5684a92aabc88,271,regular,kotlin,implementation,lab-non-authoritative,HVC-ANDROID-LAB-VPN-PROFILES,Promoted byte-identically from Android incubator to governed non-compiled labs surface.
luminet-baseline-d73453f,docs/porting/archive/legacy-client-ui/README.md,18a10f82ba644f068d45b1fe3b8d9d7d45309cbc89c97e6dc9d593627b7881e6,664,regular,markdown,documentation,reference-only,HVC-DESKTOP-LAB-README,Promoted and rewritten as labs/desktop/legacy-client-ui/README.md to define Desktop Labs ownership and promotion gates.
luminet-baseline-d73453f,server/internal/crypto/tpm_legacy.go,412939ac9e4938bbc4aff8e0a54e88dd6310d7905f2722ac953cc339024243b9,1531,regular,go,implementation,active-migration-compatibility,HVC-TPM-LEGACY-RETAIN,Retained: current CLI migration adapter; new legacy sealing disabled; tested cutoff/verification migration path.
luminet-baseline-d73453f,server/internal/proxy/package_exclusions.go,53993104831284111eb3b6be4de678b20688dfa1418b9ba0acd35db6d6bc740d,1327,regular,go,implementation,retained-native-boundary,HVC-NATIVE-PACKAGE-EXCLUSIONS,Retained after convergence review because external JNI/cgo/native entry is not represented by ordinary Go caller counts.
luminet-baseline-d73453f,server/internal/proxy/package_exclusions_jni.go,aff8b6ac886bd8fd8666aed5b0751b3b911e2bb321175fdce013684eb3456f8f,1227,regular,go,implementation,retained-native-boundary,HVC-NATIVE-PACKAGE-EXCLUSIONS-JNI,Retained after convergence review because external JNI/cgo/native entry is not represented by ordinary Go caller counts.
luminet-baseline-d73453f,server/internal/proxy/hysteria_binding.go,8128a525c60abb0abf6deabe420c82e5caddecf68238dd9e87e20f093ac0d826,2373,regular,go,implementation,retained-native-boundary,HVC-NATIVE-HYSTERIA-BINDING,Retained after convergence review because external JNI/cgo/native entry is not represented by ordinary Go caller counts.
luminet-baseline-d73453f,core/src/lib.rs,e5147d5fc3edd8a725e393fd63107f7e3700cea068cd22bcbdd74c99c8c1fdf2,6222,regular,rust,split-brain-evidence,historical-authoritative,SB-001,Baseline evidence for runtime-source-authority; resolved by SB-001 into the current canonical authority.
luminet-baseline-d73453f,server/internal/proxy/mobile_bind.go,ec6419a76bef2dae6137ef4d77a59805cee7eb4ce6ad01c548f30d2d69f6b1a6,23041,regular,go,split-brain-evidence,historical-authoritative,SB-002,Baseline evidence for android-vpn-lifecycle; resolved by SB-002 into the current canonical authority.
luminet-baseline-d73453f,desktop/main.go,25f8b0ec65d2ac1ace1d92356e101bb7217288f844f3328bb602e596df9efb5b,5388,regular,go,split-brain-evidence,historical-authoritative,SB-003,Baseline evidence for control-session-discovery; resolved by SB-003 into the current canonical authority.
luminet-baseline-d73453f,desktop/frontend/package.json,cca75ba4d7328721172b012c46dab60b1e61af8c6a9a4035b0e8cc960b2bb076,1117,regular,json,split-brain-evidence,historical-authoritative,SB-004,Baseline evidence for shared-control-ui; resolved by SB-004 into the current canonical authority.
luminet-baseline-d73453f,server/internal/api/route_specs.go,b3729f7b769063b8eaf77a0d1046a6a73ae9184415feadfdd4ad0ca2a17ff664,10002,regular,go,split-brain-evidence,historical-authoritative,SB-005,Baseline evidence for api-route-authority; resolved by SB-005 into the current canonical authority.
luminet-baseline-d73453f,server/internal/api/errors_envelope.go,a6b8e869f3e81c00769b278b008a72daabde1cd4df21c82b3c8f851938632840,4957,regular,go,split-brain-evidence,historical-authoritative,SB-006,Baseline evidence for the historical public-error synthesis. SB-006 is superseded: the shared schema was retired after zero-consumer proof.
luminet-baseline-d73453f,server/main.go,e40d699af3b6c92d3273b2407e026b3342251530e7f23a581ea5f11bbfb97e7e,309,regular,go,split-brain-evidence,historical-authoritative,SB-007,Baseline evidence for build-version-identity; resolved by SB-007 into the current canonical authority.
luminet-baseline-d73453f,server/internal/bridge/lumiffi.h,56118e90448e6ad74ae5f4e4c0260bbabbb0380ac54dc06dd8e0a128ddcb806a,3019,regular,c-header,split-brain-evidence,historical-authoritative,SB-008,Baseline evidence for rust-go-ffi-authority; resolved by SB-008 into the current canonical authority.
luminet-baseline-d73453f,.goreleaser.yaml,e456c78a7cadbe8f51569ba97d3a3c87b81f73f406ed9278270ec7078d76f1c3,1731,regular,yaml,split-brain-evidence,historical-authoritative,SB-009,Baseline evidence for release-orchestration; resolved by SB-009 into the current canonical authority.
luminet-baseline-d73453f,desktop/android/README.md,6d7a47a5e6ab8704976680548cd198d33918e175fa93b6e96e589144c40b4d3a,94,regular,markdown,split-brain-evidence,historical-authoritative,SB-010,Baseline evidence for desktop-platform-alternates; resolved by SB-010 into the current canonical authority.
