predecessor_wave,predecessor_record_id,donor,domain,value_unit,donor_path,donor_sha256,predecessor_disposition,predecessor_validation_status,post_refactor_228_status,post_refactor_228_record_ids,fresh_source_hash_verified,post_refactor_228_rationale
226,PR226-M086,subconverter,base-pref.example.toml,base pref.example.toml semantics,base/pref.example.toml,147e3b7b13caefb2231dee5d5508fbc4982ec454dd1fd2304b1933356fad263d,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M087,subconverter,base-pref.example.yml,base pref.example.yml semantics,base/pref.example.yml,723b39af55f5502601169ee3e589ee8165c6c620d70fc85676b1fdfc381e01b1,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M088,subconverter,base-profiles,base profiles semantics,base/profiles/example_profile.ini,7d0c896b40ab78a49816084d6a4f1795fae3808925ead5def98e8013b503af77,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M089,subconverter,base-snippets,base snippets semantics,base/snippets/emoji.toml,f1220d4dfcdbc89615639e9378efe08d127c52fc7d3cb5bad72155b7a1246ba9,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M090,subconverter,include,include semantics,include/httplib.h,5be9866665ef73b8414b6a99730c3bc9992dce0419431001cc25638c80208a8b,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M091,subconverter,scripts,scripts semantics,scripts/Dockerfile,20d97c6afd6f7d91075b001c4efc4256e4a2a1ee81cfeca89eff9b14d1fc3493,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M092,subconverter,src-config,src config semantics,src/config/binding.h,d46021b0f89f83adcf4d5d5a0740a5e17430ef75c41d796d21ed8cc6d5ac2b14,adapted,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M093,subconverter,src-generator,src generator semantics,src/generator/config/nodemanip.cpp,388985f411a60f67aa20c08024f72fdd1f215d24ef861fc9350df1a4c20fd86b,adapted,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M094,subconverter,src-handler,src handler semantics,src/handler/interfaces.cpp,7f336b446780ab306d003c6731c1e7fc7e05c47c5597cdc9abca7e0dea2d5d4e,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M095,subconverter,src-lib,src lib semantics,src/lib/wrapper.cpp,f6073a1e59b2029df549f5506196a640c95c8a54ab061a593cf54c6a60c5f772,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M096,subconverter,src-main.cpp,src main.cpp semantics,src/main.cpp,41465596148135e785e1c9c4da43da674acb41ba7f6fec5c5182349536379dc1,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M097,subconverter,src-parser,src parser semantics,src/parser/config/proxy.h,e1fa9535c6c9acdefbf5f160736b3832dcc33c0ffdc2a5d6bbfe67a5dfab2ea9,adapted,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M098,subconverter,src-script,src script semantics,src/script/cron.cpp,e72c3cbb2bfcb0897056225b26d73329a5a00dedf8a4b785c5ca8a6d7567c57f,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M099,subconverter,src-server,src server semantics,src/server/socket.h,de233cbc814f1649d0cff3fcc74d71dbd3a375c66a8cdf83bafd9d3199238cb3,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M100,subconverter,src-utils,src utils semantics,src/utils/base64/base64.cpp,bf466b031a151eac4928266d86bf24519578344c037f9a78f85347fcc1f60802,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M101,subconverter,src-version.h,src version.h semantics,src/version.h,ab009599e1933d2779414659a705547ffdff9bb2a71a7a87012d29daba1e8b15,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-R102,tailscale-client,repository-accountability,tailscale-client-go complete repository accountability,.github/dependabot.yml,1e7dbaa333f01d224114d36b416d06f7daec98e471d16aad24a578be39afef73,reference-only,verified,refined-with-new-record,PR228-TAIL001,true,Second-order review split/promoted a narrower independently meaningful unit; predecessor context remains preserved.
226,PR226-M103,tailscale-client,@root,@root semantics,go.mod,02d7103b7f6db570bbd22a38445fab915e2813e52c5458adc1187b8bfa98a0c7,inspired-native,verified,refined-with-new-record,PR228-TAIL001,true,Second-order review split/promoted a narrower independently meaningful unit; predecessor context remains preserved.
226,PR226-M104,tailscale-client,scripts,scripts semantics,scripts/check_license_headers.sh,cff1582b85431753b384e0998b197f31909da85b81ef1cee9316d42618c2fd2d,inspired-native,verified,refined-with-new-record,PR228-TAIL001,true,Second-order review split/promoted a narrower independently meaningful unit; predecessor context remains preserved.
226,PR226-M105,tailscale-client,tailscale,tailscale semantics,tailscale/client.go,9eb890debe6f4f15f4085031ce2c99123423b6b382697112d7658d432f6d2b4e,inspired-native,verified,refined-with-new-record,PR228-TAIL001,true,Second-order review split/promoted a narrower independently meaningful unit; predecessor context remains preserved.
226,PR226-M106,tailscale-client,v2,v2 semantics,v2/client.go,14609628b3aeeccafa8f3939e1079a6a30a2197d393c7051ba324e874ff32a92,inspired-native,verified,refined-with-new-record,PR228-TAIL001,true,Second-order review split/promoted a narrower independently meaningful unit; predecessor context remains preserved.
226,PR226-R107,tinytun,repository-accountability,TinyTun complete repository accountability,.cargo/config.toml,b25d96e8dfa87b6a2db6a4cc05ad2acab96fbf4e6c73a27454b39d36cbc4f2cd,reference-only,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M108,tinytun,.cargo,.cargo semantics,.cargo/config.toml,b25d96e8dfa87b6a2db6a4cc05ad2acab96fbf4e6c73a27454b39d36cbc4f2cd,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M109,tinytun,@root,@root semantics,Cargo.lock,9781d2899af0db5244d3a1b0a18d2458962c93f44684b912cbe6374ebac090b6,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M110,tinytun,ebpf,ebpf semantics,ebpf/.cargo/config.toml,edbf07afe5bad872093d87235e97a322a5f4d5cdc7f3e6f794e9b7e3e1705652,superseded,reviewed,refined-with-new-record,PR228-TUN002,true,Second-order review split/promoted a narrower independently meaningful unit; predecessor context remains preserved.
226,PR226-M111,tinytun,src-Cargo,src Cargo semantics,src/kernel/Cargo.toml,7635838c70daa2f48566735b53f83885a621d3a8461da6793238a9b4b8258bc6,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M112,tinytun,src-bypass,src bypass semantics,src/packet/bypass.rs,67a946e96c200fe9e0c74eb9dacd2896fee0efa1b1c35af83a0b63a60e602613,superseded,reviewed,refined-with-new-record,PR228-TUN002,true,Second-order review split/promoted a narrower independently meaningful unit; predecessor context remains preserved.
226,PR226-M113,tinytun,src-config,src config semantics,src/config.rs,1268c821a12e20c7a6c07a04bd48cf13167249ae6163b1a305f4c61a822b58db,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M114,tinytun,src-direct,src direct semantics,src/packet/direct.rs,e0384c82cefa2cba9ba21c2d54661bb133953f76eb523bf3e1528d58a9741268,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M115,tinytun,src-dns_hijack,src dns_hijack semantics,src/dns_hijack.rs,834e0879d15d0434cfb8ca4d883030bd94af416624206c4a1a34952b0e366902,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M116,tinytun,src-dns_router,src dns_router semantics,src/dns_router.rs,7e1154bc173d302468d14efda65f1104dfaf163cea15494ab18b88a6f838ec82,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M117,tinytun,src-error,src error semantics,src/common/error.rs,e7867483414f77ddf0d1849b17ff5d69848a08efc0d135feb0cf0ee781f854fc,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M118,tinytun,src-geosite,src geosite semantics,src/geosite.rs,1bdd708c370702ccb2f76a6d71b08daedb3d4102f2b3d5c76127b02ef2b6745d,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M119,tinytun,src-main,src main semantics,src/main.rs,a6b57a75a54761668d2ae2c45b69504aeffb3d6df23bf70925e421497f9493b0,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M120,tinytun,src-mod,src mod semantics,src/common/mod.rs,ce3b38e506ccba82102d00ef06a83d25f5cf7789a3ed8ab8f9233584b357799c,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M121,tinytun,src-packet_build,src packet_build semantics,src/packet/packet_build.rs,3067104a014cfaec229cf8c33b1aac59783bb324a660d02eb3ab72aa3fff5e44,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M122,tinytun,src-route,src route semantics,src/packet/route.rs,b59d8c9c321fde0eb2ac32b6efc7be97cfafa34c5dea0359161e99426c4db8e5,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M123,tinytun,src-shared,src shared semantics,src/packet/shared.rs,79f3b59bd57d99cc6d1889e60af08a46d7231849c1261e9808d9ac838e744594,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-M124,tinytun,src-socks5,src socks5 semantics,src/socks5_client.rs,a496249fd1a49dacbbf60645092c4c4cb50997f95c16ffee117285fe0589421e,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
